genus,RA,genus_lineage
NEISSERIA,0.3147723,482
ESCHERICHIA,0.3143587,561
STAPHYLOCOCCUS,0.2950138,1279
SALMONELLA,0.023447,590
ACINETOBACTER,0.022742,469
KLEBSIELLA,0.0212084999999999,570
LEGIONELLA,0.0058492999999999,445
AEROMONAS,0.0022756,642
ENTEROCOCCUS,0.0001693,1350
VIBRIO,0.0001634,662
STREPTOCOCCUS,0.0,1301
LISTERIA,0.0,1637
ACHROMOBACTER,0.0,222
