genus,RA,genus_lineage
BIFIDOBACTERIUM,0.5049035,1678
ESCHERICHIA,0.1333595,561
PREVOTELLA,0.1137081,838
PARABACTEROIDES,0.1044341,375288
BACTEROIDES,0.071341,816
CLOSTRIDIUM,0.0182144,1485
ANAEROSTIPES,0.0115372,207244
ROSEBURIA,0.0111044,841
ALISTIPES,0.0106962,239759
COLLINSELLA,0.0087859,102106
ANAEROBUTYRICUM,0.0075279,2569097
AKKERMANSIA,0.0014256,239934
RUMINOCOCCUS,0.0011792,1263
LACTOBACILLUS,0.0006567,1578
FAECALIBACTERIUM,0.0006013,216851
BLAUTIA,0.000525,572511
