genus,RA,genus_lineage
BIFIDOBACTERIUM,0.2135234,1678
PREVOTELLA,0.131014,838
ROSEBURIA,0.0809685,841
BACTEROIDES,0.0790441,816
AKKERMANSIA,0.0704126,239934
ALISTIPES,0.0494624,239759
ANAEROSTIPES,0.0453265,207244
RUMINOCOCCUS,0.0428476,1263
COLLINSELLA,0.0423975,102106
FAECALIBACTERIUM,0.0420112,216851
PARABACTEROIDES,0.0411338,375288
ESCHERICHIA,0.0399546,561
ANAEROBUTYRICUM,0.0391911,2569097
BLAUTIA,0.0371718,572511
LACTOBACILLUS,0.0368258,1578
CLOSTRIDIUM,0.0087153,1485
