SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery4,8,0.0127,0.1772,8.3828,0.2912,0.2573,62.5000,0.0000
S1,jams,16,0.9956,0.0051,4.7767,0.9594,0.0075,87.5000,1.5895
S1,wgsa2,59,0.6944,0.0082,9.0847,0.7567,0.0346,87.5000,2.0940
S1,woltka,56,0.6253,0.0204,8.3467,0.4276,0.0800,87.5000,4.0480
