SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery4,12,0.1319,0.1216,10.4449,0.2702,0.1930,36.3636,2.0672
S1,jams,17,0.0330,0.0749,13.9223,0.3637,0.1024,50.0000,49.1705
S1,wgsa2,16,0.0073,0.0838,14.5024,0.3292,0.1194,40.0000,32.6394
S1,woltka,11,0.2029,0.1461,8.8187,0.1967,0.2556,10.0000,2.3966
