SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery4,8,0.0127,0.1772,8.3828,0.2912,0.2573,62.5000,0.0000
S1,jams,20,0.9958,0.0041,7.2429,0.9593,0.0067,87.5000,1.6126
S1,wgsa2,365,0.7119,0.0014,23.8502,0.7504,0.0139,87.5000,3.0001
S1,woltka,63,0.6255,0.0182,9.7162,0.4276,0.0753,87.5000,4.0960
