genus,RA,genus_lineage
PREVOTELLA,0.168889,838
BIFIDOBACTERIUM,0.1607543,1678
ROSEBURIA,0.10367989999999999,841
BACTEROIDES,0.0947626999999999,816
COLLINSELLA,0.077425,102106
AKKERMANSIA,0.0724906999999999,239934
ANAEROSTIPES,0.0521193,207244
PARABACTEROIDES,0.0502667,375288
ESCHERICHIA,0.0497779,561
EUBACTERIUM,0.0495407,2569097
LACTOBACILLUS,0.0463534,1578
FAECALIBACTERIUM,0.0337323,216851
BLAUTIA,0.0337255,572511
CLOSTRIDIUM,0.0062153,1485
ALISTIPES,0.0002674,239759
