Genus,RA,TAX_ID
Candidatus Profftia,7.960557032017759e-07,1177214
Limosilactobacillus,7.960557032017759e-07,2742598
Priestia,7.960557032017759e-07,2800373
Sutcliffiella,7.960557032017759e-07,2837511
Brevibacillus,7.960557032017759e-07,55080
Peribacillus,7.960557032017759e-07,2675229
Vescimonas,7.960557032017759e-07,2892396
Thermococcus,7.960557032017759e-07,2263
Gottschalkia,7.960557032017759e-07,1505664
Listeria,7.960557032017759e-07,1637
Capnocytophaga,7.960557032017759e-07,1016
Nitrospira,7.960557032017759e-07,1234
Tetragenococcus,7.960557032017759e-07,51668
Rufibacter,7.960557032017759e-07,1379908
Echinicola,7.960557032017759e-07,390846
Sporosarcina,7.960557032017759e-07,1569
Nocardiopsis,7.960557032017759e-07,2013
Pigmentiphaga,7.960557032017759e-07,152267
Shewanella,5.970417774013319e-07,22
Acetivibrio,5.970417774013319e-07,35829
Candidatus Doolittlea,5.970417774013319e-07,1906657
Chlorobium,5.970417774013319e-07,1091
Desulfobulbus,5.970417774013319e-07,893
Duncaniella,5.970417774013319e-07,2518495
Efquatrovirus,5.970417774013319e-07,2560124
Flavobacterium,5.970417774013319e-07,237
Morganella,5.970417774013319e-07,581
Chryseobacterium,5.970417774013319e-07,59732
Psychroflexus,5.970417774013319e-07,83612
Ottowia,5.970417774013319e-07,219181
Pectobacterium,5.970417774013319e-07,122277
Edwardsiella,5.970417774013319e-07,635
Salisediminibacterium,5.970417774013319e-07,1434042
Serratia,5.970417774013319e-07,613
Paraglaciecola,5.970417774013319e-07,1621534
Meiothermus,5.970417774013319e-07,65551
Murdochiella,5.970417774013319e-07,1161127
Brevibacterium,5.970417774013319e-07,1696
Mycoplasma,5.970417774013319e-07,2093
Lactococcus,5.970417774013319e-07,1357
Mycoplasmopsis,5.970417774013319e-07,2767358
Pseudobutyrivibrio,5.970417774013319e-07,46205
Paracoccus,3.9802785160088794e-07,265
Marinomonas,3.9802785160088794e-07,28253
Ewingella,3.9802785160088794e-07,41201
Mycobacterium,3.9802785160088794e-07,1763
Erwinia,3.9802785160088794e-07,551
Mixta,3.9802785160088794e-07,2100764
Micromonospora,3.9802785160088794e-07,1873
Dickeya,3.9802785160088794e-07,204037
Trueperella,3.9802785160088794e-07,1069494
Ornithobacterium,3.9802785160088794e-07,28250
Providencia,3.9802785160088794e-07,586
Polaribacter,3.9802785160088794e-07,52959
Geobacillus,3.9802785160088794e-07,129337
Grimontia,3.9802785160088794e-07,246861
Nonlabens,3.9802785160088794e-07,363408
Francisella,3.9802785160088794e-07,262
Pseudoalteromonas,3.9802785160088794e-07,53246
Odoribacter,3.9802785160088794e-07,283168
Pasteurella,3.9802785160088794e-07,745
Histophilus,3.9802785160088794e-07,214906
Arsenophonus,3.9802785160088794e-07,637
Vagococcus,3.9802785160088794e-07,2737
Periweissella,3.9802785160088794e-07,2930384
Dolichospermum,3.9802785160088794e-07,748770
Gemella,3.9802785160088794e-07,1378
Hartmannibacter,3.9802785160088794e-07,1572860
Hylemonella,3.9802785160088794e-07,232523
Sulfolobus,3.9802785160088794e-07,2284
Cellulosilyticum,3.9802785160088794e-07,698776
Candidatus Hoaglandella,3.9802785160088794e-07,1906659
Butyricimonas,3.9802785160088794e-07,574697
Methylacidimicrobium,3.9802785160088794e-07,1541670
Archangium,3.9802785160088794e-07,47
Myxococcus,3.9802785160088794e-07,32
Anaerocolumna,3.9802785160088794e-07,1843210
Halanaerobium,1.9901392580044397e-07,2330
Petrocella,1.9901392580044397e-07,2603323
Ketogulonicigenium,1.9901392580044397e-07,92944
Coriobacterium,1.9901392580044397e-07,33870
Sodaliphilus,1.9901392580044397e-07,2815786
Muribaculum,1.9901392580044397e-07,1918540
Burkholderia,1.9901392580044397e-07,32008
Oenococcus,1.9901392580044397e-07,46254
Alkalicella,1.9901392580044397e-07,2838170
Dehalobacterium,1.9901392580044397e-07,51514
Comamonas,1.9901392580044397e-07,283
Desulforamulus,1.9901392580044397e-07,2916693
Alicycliphilus,1.9901392580044397e-07,201096
Dysgonomonas,1.9901392580044397e-07,156973
Actinopolyspora,1.9901392580044397e-07,1849
Achromobacter,1.9901392580044397e-07,222
Sutterella,1.9901392580044397e-07,40544
Actinomyces,1.9901392580044397e-07,1654
Brochothrix,1.9901392580044397e-07,2755
Tenuifilum,1.9901392580044397e-07,2760873
Thermaerobacter,1.9901392580044397e-07,73918
Wongtaivirus,1.9901392580044397e-07,2843141
Methanobrevibacter,1.9901392580044397e-07,2172
Methanocella,1.9901392580044397e-07,570266
Halarchaeum,1.9901392580044397e-07,744724
Peptoniphilus,1.9901392580044397e-07,162289
Sulfurisphaera,1.9901392580044397e-07,69655
Anaerococcus,1.9901392580044397e-07,165779
Ezakiella,1.9901392580044397e-07,1582879
Elusimicrobium,1.9901392580044397e-07,423604
Candidatus Bipolaricaulis,1.9901392580044397e-07,2250122
Jeotgalibaca,1.9901392580044397e-07,1470540
Chlamydia,1.9901392580044397e-07,810
Candidatus Velamenicoccus,1.9901392580044397e-07,2789201
Bythopirellula,1.9901392580044397e-07,1400386
Pirellula,1.9901392580044397e-07,123
Suicoccus,1.9901392580044397e-07,2689587
Peptoclostridium,1.9901392580044397e-07,1481960
Dyadobacter,1.9901392580044397e-07,120831
Hungatella,1.9901392580044397e-07,1649459
Paraclostridium,1.9901392580044397e-07,1849822
Candidatus Sulcia,1.9901392580044397e-07,336809
Riemerella,1.9901392580044397e-07,34084
Curtobacterium,1.9901392580044397e-07,2034
Thalassospira,1.9901392580044397e-07,168934
Mycetocola,1.9901392580044397e-07,76634
Brachybacterium,1.9901392580044397e-07,43668
Pseudarthrobacter,1.9901392580044397e-07,1742993
Formosa,1.9901392580044397e-07,225842
Geoalkalibacter,1.9901392580044397e-07,392332
Skermanella,1.9901392580044397e-07,204447
Sodalis,1.9901392580044397e-07,84565
Brenneria,1.9901392580044397e-07,71655
Candidatus Izimaplasma,1.9901392580044397e-07,1912503
Buchnera,1.9901392580044397e-07,32199
Alkalihalobacillus,1.9901392580044397e-07,2675234
Candidatus Fukatsuia,1.9901392580044397e-07,1927833
Chania,1.9901392580044397e-07,1745211
Rouxiella,1.9901392580044397e-07,1565532
Chloroflexus,1.9901392580044397e-07,1107
Entomomonas,1.9901392580044397e-07,2758906
Stutzerimonas,1.9901392580044397e-07,2901164
Candidatus Moranella,1.9901392580044397e-07,1048757
Floricoccus,1.9901392580044397e-07,1930830
Salicibibacter,1.9901392580044397e-07,2685905
Evansella,1.9901392580044397e-07,2837485
Lysinibacillus,1.9901392580044397e-07,400634
Salimicrobium,1.9901392580044397e-07,351195
Candidatus Gullanella,1.9901392580044397e-07,1906661
Candidatus Mikella,1.9901392580044397e-07,1906660
Candidatus Purcelliella,1.9901392580044397e-07,472825
Candidatus Blochmannia,1.9901392580044397e-07,203804
Candidatus Hamiltonella,1.9901392580044397e-07,568987
Oceanobacillus,1.9901392580044397e-07,182709
Lentibacillus,1.9901392580044397e-07,175304
Alkalihalophilus,1.9901392580044397e-07,2893060
Herbinix,1.9901392580044397e-07,1663717
Sporolactobacillus,1.9901392580044397e-07,2077
Nosocomiicoccus,1.9901392580044397e-07,489909
Aneurinibacillus,1.9901392580044397e-07,55079
Novibacillus,1.9901392580044397e-07,1677050
Spiroplasma,1.9901392580044397e-07,2132
Cytobacillus,1.9901392580044397e-07,2675230
Roseomonas,1.9901392580044397e-07,125216
Succinivibrio,1.9901392580044397e-07,83770
Sphingopyxis,1.9901392580044397e-07,165697
Sphingomonas,1.9901392580044397e-07,13687
Weissella,1.9901392580044397e-07,46255
Gelria,1.9901392580044397e-07,189326
Biomaibacter,1.9901392580044397e-07,2770094
Baekduia,1.9901392580044397e-07,2600304
Pediococcus,1.9901392580044397e-07,1253
Desulfomonile,1.9901392580044397e-07,2357
Desulfovibrio,1.9901392580044397e-07,872
Laceyella,1.9901392580044397e-07,292635
Calothrix,1.9901392580044397e-07,1186
Sulfurospirillum,1.9901392580044397e-07,57665
Prochlorococcus,1.9901392580044397e-07,1218
Legionella,1.9901392580044397e-07,445
Dichelobacter,1.9901392580044397e-07,869
Methylobacter,1.9901392580044397e-07,429
Microbulbifer,1.9901392580044397e-07,48073
Cellvibrio,1.9901392580044397e-07,10
Pseudolysobacter,1.9901392580044397e-07,2709666
Xylella,1.9901392580044397e-07,2370
Xanthomonas,1.9901392580044397e-07,338
Gallibacterium,1.9901392580044397e-07,155493
Mannheimia,1.9901392580044397e-07,75984
Haemophilus,1.9901392580044397e-07,724
Sulfurifustis,1.9901392580044397e-07,1692042
Leptolyngbya,1.9901392580044397e-07,47251
Idiomarina,1.9901392580044397e-07,135575
Selenomonas,1.9901392580044397e-07,970
Photobacterium,1.9901392580044397e-07,657
Pankowvirus,1.9901392580044397e-07,2843432
