Species,RA,tax_id
ESCHERICHIA_COLI_O157-H7,0.02758,83334
STAPHYLOCOCCUS_AUREUS,0.02758,1280
NEISSERIA_MENINGITIDIS,0.02758,487
SALMONELLA_ENTERICA,0.0,28901
ACINETOBACTER_BAUMANNII,0.0,470
KLEBSIELLA_PNEUMONIAE,0.0,573
STREPTOCOCCUS_PYOGENES,0.00023,1314
ACHROMOBACTER_XYLOSOXIDANS,0.00023,85698
SHIGELLA_SONNEI,0.00023,624
ENTEROCOCCUS_FAECALIS,0.3,1351
VIBRIO_FURNISSII,0.3,29494
LISTERIA_MONOCYTOGENES,0.3,1639
LEGIONELLA_PNEUMOPHILA,0.0043,446
AEROMONAS_HYDROPHILA,0.0043,644
