genus,RA,tax_id
STREPTOCOCCUS,0.291,1301
ACHROMOBACTER,0.291,222
SHIGELLA,0.291,620
ENTEROCOCCUS,0.039,1350
LISTERIA,0.039,1637
VIBRIO,0.039,662
LEGIONELLA,0.0054,445
AEROMONAS,0.0054,642
ACINETOBACTER,0.00031,469
KLEBSIELLA,0.00031,570
SALMONELLA,0.00031,590
STAPHYLOCOCCUS,0.0,1279
NEISSERIA,0.0,482
ESCHERICHIA,0.0,561
