genus,RA,tax_id
STAPHYLOCOCCUS,0.304,1279
NEISSERIA,0.304,482
ESCHERICHIA,0.304,561
ACINETOBACTER,0.026,469
KLEBSIELLA,0.026,570
SALMONELLA,0.026,590
LEGIONELLA,0.0047,445
AEROMONAS,0.0047,642
ENTEROCOCCUS,0.00033,1350
LISTERIA,0.00033,1637
VIBRIO,0.00033,662
STREPTOCOCCUS,0.0,1301
ACHROMOBACTER,0.0,222
SHIGELLA,0.0,620
