SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,8,0.0127,0.1772,11.4763,0.2912,0.2573,62.5000,0.0000
S1,biobakery4,9,0.9054,0.0304,5.4066,0.8631,0.0463,75.0000,1.1781
S1,jams,9,0.9957,0.0061,3.2602,0.9724,0.0076,87.5000,1.1392
S1,wgsa2,9,0.4992,0.0526,5.7639,0.7633,0.0897,87.5000,0.0000
S1,woltka,8,0.6766,0.1425,5.2155,0.4300,0.2234,87.5000,0.0000
