SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,8,0.0109,0.1752,11.9443,0.2991,0.2526,75.0000,0.0000
S1,biobakery4,8,0.0127,0.1772,8.3828,0.2912,0.2573,62.5000,0.0000
S1,jams,20,0.9958,0.0041,7.2429,0.9593,0.0067,87.5000,2.9349
S1,wgsa2,364,0.9102,0.0010,22.1997,0.8172,0.0086,87.5000,3.8441
S1,woltka,63,0.6255,0.0182,9.7162,0.4276,0.0753,87.5000,4.0960
