SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,13,0.1411,0.1123,11.9022,0.2702,0.1844,36.3636,2.5913
S1,biobakery4,13,0.2384,0.0721,11.3065,0.5313,0.1068,63.6364,17.9266
S1,jams,24,0.0815,0.0528,17.0031,0.3668,0.0845,54.5455,49.6958
S1,wgsa2,31,0.0202,0.0439,19.1288,0.3199,0.0821,45.4545,36.2572
S1,woltka,26,0.2274,0.0619,18.9979,0.1949,0.1576,9.0909,7.3008
