SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,8,0.0108,0.1754,7.8963,0.2985,0.2528,50.0000,0.0000
S1,biobakery4,8,0.0126,0.1773,7.8125,0.2908,0.2575,50.0000,0.0000
S1,jams,8,0.9957,0.0061,2.1565,0.9754,0.0077,87.5000,0.0000
S1,wgsa2,9,0.4060,0.0697,8.7144,0.6863,0.1110,62.5000,0.0000
S1,woltka,8,0.6466,0.1568,5.5539,0.3730,0.2467,50.0000,0.0000
