SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,12,0.1319,0.1216,9.3886,0.2702,0.1930,36.3636,2.0672
S1,biobakery4,12,0.2174,0.0783,10.8201,0.5302,0.1117,60.0000,18.0240
S1,jams,17,0.0330,0.0749,13.9093,0.3637,0.1024,50.0000,49.1705
S1,wgsa2,16,0.0073,0.0838,13.9461,0.3292,0.1194,40.0000,32.6394
S1,woltka,11,0.2029,0.1461,7.8232,0.1967,0.2556,10.0000,2.3966
