Genus,RA
Halomonas,0.3692082487753856
Marinobacter,0.2062653221876086
Muricauda,0.18031090357914492
Psychrobacter,0.11112822735314315
Cohaesibacter,0.07070158232419482
Thioclava,0.03153435451694007
Micromonospora,0.019210742805495236
Cutibacterium,0.01164061845808764
