SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,14,0.2222,0.1026,16.3322,0.3732,0.1789,33.3333,3.6049
S1,biobakery4,14,0.2182,0.1035,16.3046,0.3709,0.1841,33.3333,2.6303
S1,jams,25,0.0752,0.0995,20.7305,0.1963,0.1338,50.0000,51.3979
S1,wgsa2,31,0.1007,0.0886,20.8353,0.1553,0.1090,50.0000,74.1381
S1,woltka,27,0.1194,0.1564,18.8648,0.0000,0.2761,8.3333,12.3538
