SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,15,0.1539,0.0973,26.2902,0.2702,0.1676,33.3333,3.6044
S1,biobakery4,15,0.1578,0.0973,25.9132,0.2702,0.1716,33.3333,2.6303
S1,jams,53,0.1596,0.0239,35.5864,0.3655,0.0566,50.0000,51.3971
S1,wgsa2,550,0.2104,0.0022,43.3137,0.3987,0.0167,50.0000,53.3737
S1,woltka,130,0.2516,0.0124,44.8238,0.1949,0.0667,8.3333,12.0865
