SampleID,Source/Pipeline,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA
S1,biobakery3,8,0.0127,0.1772,11.4763,0.2912,0.2573,62.5000,0.0000
S1,biobakery4,9,0.9054,0.0304,5.4066,0.8631,0.0463,75.0000,1.1781
S1,jams,11,0.9961,0.0061,4.9614,0.9665,0.0073,87.5000,1.3432
S1,wgsa2,13,0.5920,0.0367,7.1256,0.7613,0.0743,87.5000,0.6743
S1,woltka,17,0.6279,0.0672,8.4311,0.4290,0.1499,87.5000,1.6464
