Genus,RA,tax_id
ACHROMOBACTER,0.029,222
ACINETOBACTER,0.301,469
AEROMONAS,0.0053,642
ENTEROCOCCUS,0.0,1350
ESCHERICHIA,0.00035,561
KLEBSIELLA,0.301,570
LEGIONELLA,0.0053,445
LISTERIA,0.0,1637
NEISSERIA,0.00035,482
SALMONELLA,0.301,590
SHIGELLA,0.029,620
STAPHYLOCOCCUS,0.00035,1279
STREPTOCOCCUS,0.029,1301
VIBRIO,0.0,662
