genus,SRR11487940
Akkermansia,0.07057229999999999
Alistipes,0.0007568
Anaerostipes,0.0504425
Bacteroides,0.0939585
Bifidobacterium,0.15619339999999998
Blautia,0.0338457
Clostridium,0.0061732
Collinsella,0.0792783
Escherichia,0.048033200000000005
Eubacterium,0.046897799999999996
Faecalibacterium,0.0416435
Lactobacillus,0.04906540000000001
Parabacteroides,0.0524707
Prevotella,0.16799109999999998
Roseburia,0.10267749999999999
