genus,SRR11487939
Akkermansia,0.0696185
Alistipes,0.000278
Anaerostipes,0.0506502
Bacteroides,0.0942132
Bifidobacterium,0.1527386
Blautia,0.0364009
Clostridium,0.0049736
Collinsella,0.07910980000000001
Escherichia,0.054634999999999996
Eubacterium,0.04861239999999999
Faecalibacterium,0.032836
Lactobacillus,0.0467939
Parabacteroides,0.050934799999999995
Prevotella,0.17231200000000002
Roseburia,0.105893
