genus,SRR11487941
Akkermansia,0.07249069999999999
Alistipes,0.0002674
Anaerostipes,0.0521193
Bacteroides,0.09476269999999999
Bifidobacterium,0.16075430000000002
Blautia,0.0337255
Clostridium,0.0062153
Collinsella,0.077425
Escherichia,0.0497779
Eubacterium,0.0495407
Faecalibacterium,0.0337323
Lactobacillus,0.0463534
Parabacteroides,0.050266700000000004
Prevotella,0.16888899999999998
Roseburia,0.1036799
