Genus,RA,TAX_ID
Chthonomonas,1.2526281704801887e-06,1077265
Plantibacter,1.2526281704801887e-06,190323
Tumebacillus,1.2526281704801887e-06,432330
Paludisphaera,6.263140852400943e-07,1763521
Limnoglobus,6.263140852400943e-07,2731450
Desulfotomaculum,6.263140852400943e-07,1562
Oleidesulfovibrio,6.263140852400943e-07,2909705
Humisphaera,6.263140852400943e-07,2807511
Thermincola,6.263140852400943e-07,278993
Maridesulfovibrio,6.263140852400943e-07,2794998
Caloranaerobacter,6.263140852400943e-07,171003
Candidatus Kuenenia,6.263140852400943e-07,380738
Desulfomicrobium,6.263140852400943e-07,898
Sporolactobacillus,6.263140852400943e-07,2077
Caldanaerobacter,6.263140852400943e-07,249529
Sulfurospirillum,6.263140852400943e-07,57665
Acetohalobium,6.263140852400943e-07,28186
Dissulfurimicrobium,6.263140852400943e-07,1769732
Halarcobacter,6.263140852400943e-07,2321115
Arcobacter,6.263140852400943e-07,28196
Pradoshia,6.263140852400943e-07,2651279
Nitrosophilus,6.263140852400943e-07,2795692
Oceanobacillus,6.263140852400943e-07,182709
Halobacillus,6.263140852400943e-07,45667
Psychrobacillus,6.263140852400943e-07,1221880
Candidatus Desulfofervidus,6.263140852400943e-07,1902583
Novibacillus,6.263140852400943e-07,1677050
Natranaerofaba,6.263140852400943e-07,2807497
Aerococcus,6.263140852400943e-07,1375
Tetragenococcus,6.263140852400943e-07,51668
Secundilactobacillus,6.263140852400943e-07,2767892
Oenococcus,6.263140852400943e-07,46254
Symmachiella,6.263140852400943e-07,2795780
Lapidilactobacillus,6.263140852400943e-07,2767884
Thermosediminibacter,6.263140852400943e-07,291988
Rosistilla,6.263140852400943e-07,2795779
Thiothrix,6.263140852400943e-07,1030
Borrelia,6.263140852400943e-07,138
Chlamydia,6.263140852400943e-07,810
Candidatus Syntrophocurvum,6.263140852400943e-07,2293313
Thermotoga,6.263140852400943e-07,2335
Petrotoga,6.263140852400943e-07,28236
Segniliparus,6.263140852400943e-07,286801
Candidatus Chazhemtobacterium,6.263140852400943e-07,2715734
Caldimicrobium,6.263140852400943e-07,444090
Flexistipes,6.263140852400943e-07,2351
Mycobacteroides,6.263140852400943e-07,670516
Serinicoccus,6.263140852400943e-07,265976
Psychromicrobium,6.263140852400943e-07,2078575
Glutamicibacter,6.263140852400943e-07,1742989
Natrialba,6.263140852400943e-07,63742
Rothia,6.263140852400943e-07,32207
Micrococcus,6.263140852400943e-07,1269
Natronomonas,6.263140852400943e-07,63743
Halapricum,6.263140852400943e-07,1542963
Halomarina,6.263140852400943e-07,871740
Marisediminicola,6.263140852400943e-07,1230698
Microterricola,6.263140852400943e-07,518733
Agrococcus,6.263140852400943e-07,46352
Methanolobus,6.263140852400943e-07,2220
Methanomethylovorans,6.263140852400943e-07,101191
Protaetiibacter,6.263140852400943e-07,2680004
Methanoplanus,6.263140852400943e-07,2314
Parascardovia,6.263140852400943e-07,196082
Caldisphaera,6.263140852400943e-07,200414
Mesotoga,6.263140852400943e-07,1184396
Acidipropionibacterium,6.263140852400943e-07,1912215
Aquifex,6.263140852400943e-07,2713
Stackebrandtia,6.263140852400943e-07,283810
Tichowtungia,6.263140852400943e-07,2907187
Candidatus Contubernalis,6.263140852400943e-07,338648
Fenollaria,6.263140852400943e-07,1686313
Filifactor,6.263140852400943e-07,44259
Thiospirochaeta,6.263140852400943e-07,2792240
Cylindrospermopsis,6.263140852400943e-07,77021
Borreliella,6.263140852400943e-07,64895
Fastidiosipila,6.263140852400943e-07,236752
Conexibacter,6.263140852400943e-07,191494
Actinomarinicola,6.263140852400943e-07,2789775
Jatrophihabitans,6.263140852400943e-07,1434010
Nonomuraea,6.263140852400943e-07,83681
Mumia,6.263140852400943e-07,1546255
Plantactinospora,6.263140852400943e-07,673534
Leptospirillum,6.263140852400943e-07,179
Micromonospora,6.263140852400943e-07,1873
Kutzneria,6.263140852400943e-07,43356
Saccharomonospora,6.263140852400943e-07,1851
Edaphobacter,6.263140852400943e-07,388463
Candidatus Koribacter,6.263140852400943e-07,658061
Nanchangia,6.263140852400943e-07,2888879
Luteitalea,6.263140852400943e-07,2004797
Pyramidobacter,6.263140852400943e-07,638847
Fretibacterium,6.263140852400943e-07,1434006
Parasynechococcus,6.263140852400943e-07,2881427
Acholeplasma,6.263140852400943e-07,2147
Sphaerospermopsis,6.263140852400943e-07,752201
Rhodospirillum,6.263140852400943e-07,1081
Parasphingopyxis,6.263140852400943e-07,1234545
Sphingorhabdus,6.263140852400943e-07,1434046
Rhizorhabdus,6.263140852400943e-07,1649486
Parasphingorhabdus,6.263140852400943e-07,2709685
Erythrobacter,6.263140852400943e-07,1041
Sandaracinobacter,6.263140852400943e-07,56358
Pistricoccus,6.263140852400943e-07,1897649
Salinivibrio,6.263140852400943e-07,51366
Pragia,6.263140852400943e-07,82984
Rahnella,6.263140852400943e-07,34037
Rhodobacter,6.263140852400943e-07,1060
Neotabrizicola,6.263140852400943e-07,2946607
Cognatishimia,6.263140852400943e-07,2211635
Pseudohalocynthiibacter,6.263140852400943e-07,1759417
Tabrizicola,6.263140852400943e-07,1443919
Candidatus Profftia,6.263140852400943e-07,1177214
Roseobacter,6.263140852400943e-07,2433
Thalassobius,6.263140852400943e-07,335927
Salipiger,6.263140852400943e-07,263377
Thalassococcus,6.263140852400943e-07,436357
Leisingera,6.263140852400943e-07,191028
Jannaschia,6.263140852400943e-07,188905
Ketogulonicigenium,6.263140852400943e-07,92944
Candidatus Annandia,6.263140852400943e-07,1302410
Candidatus Purcelliella,6.263140852400943e-07,472825
Candidatus Cloacimonas,6.263140852400943e-07,456826
Candidatus Cyclonatronum,6.263140852400943e-07,2489367
Alteromonas,6.263140852400943e-07,226
Alkalimarinus,6.263140852400943e-07,1858563
Phreatobacter,6.263140852400943e-07,1632780
Basfia,6.263140852400943e-07,697331
Methylobacter,6.263140852400943e-07,429
Shinella,6.263140852400943e-07,323620
Georhizobium,6.263140852400943e-07,2661800
Allochromatium,6.263140852400943e-07,85072
Thiocapsa,6.263140852400943e-07,1056
Aminobacter,6.263140852400943e-07,31988
Nitratireductor,6.263140852400943e-07,245876
Lentilitoribacter,6.263140852400943e-07,1649463
Spongiibacter,6.263140852400943e-07,630749
Agarilytica,6.263140852400943e-07,2036021
Rhodopseudomonas,6.263140852400943e-07,1073
Frederiksenia,6.263140852400943e-07,1649317
Methylorubrum,6.263140852400943e-07,2282523
Kaistia,6.263140852400943e-07,166953
Pseudochrobactrum,6.263140852400943e-07,354349
Psychrobacter,6.263140852400943e-07,497
Luteibacter,6.263140852400943e-07,242605
Starkeya,6.263140852400943e-07,152053
Dyella,6.263140852400943e-07,231454
Psychromonas,6.263140852400943e-07,67572
Idiomarina,6.263140852400943e-07,135575
Colwellia,6.263140852400943e-07,28228
Roseibium,6.263140852400943e-07,150830
Labrenzia,6.263140852400943e-07,478070
Saliniradius,6.263140852400943e-07,2661818
Hyphomicrobium,6.263140852400943e-07,81
Rhodothermus,6.263140852400943e-07,29548
Defluviicoccus,6.263140852400943e-07,111830
Brasilonema,6.263140852400943e-07,383614
Haematospirillum,6.263140852400943e-07,1804663
Turicimonas,6.263140852400943e-07,1918598
Tenuifilum,6.263140852400943e-07,2760873
Proteiniphilum,6.263140852400943e-07,294702
Nitrosospira,6.263140852400943e-07,35798
Butyricimonas,6.263140852400943e-07,574697
Ferriphaselus,6.263140852400943e-07,1443590
Tannerella,6.263140852400943e-07,195950
Sulfuricella,6.263140852400943e-07,935200
Sulfuriferula,6.263140852400943e-07,1778653
Sulfuritalea,6.263140852400943e-07,1054211
Pseudoprevotella,6.263140852400943e-07,2884814
Vitreoscilla,6.263140852400943e-07,59
Crenobacter,6.263140852400943e-07,1654931
Candidatus Izimaplasma,6.263140852400943e-07,1912503
Metamycoplasma,6.263140852400943e-07,2895509
Malacoplasma,6.263140852400943e-07,2791001
Chitinibacter,6.263140852400943e-07,230666
Azospira,6.263140852400943e-07,146937
Thiomicrorhabdus,6.263140852400943e-07,2039723
Dehalogenimonas,6.263140852400943e-07,670486
Thermosynechococcus,6.263140852400943e-07,146785
Halomicronema,6.263140852400943e-07,170610
Pseudanabaena,6.263140852400943e-07,1152
Allocoleopsis,6.263140852400943e-07,2886347
Geitlerinema,6.263140852400943e-07,63132
Desulfobulbus,6.263140852400943e-07,893
Tolypothrix,6.263140852400943e-07,111782
Labilibaculum,6.263140852400943e-07,2060722
Herbaspirillum,6.263140852400943e-07,963
Flagellimonas,6.263140852400943e-07,444459
Croceimicrobium,6.263140852400943e-07,2828338
Panacibacter,6.263140852400943e-07,1874621
Flavihumibacter,6.263140852400943e-07,1004301
Niabella,6.263140852400943e-07,379899
Niastella,6.263140852400943e-07,354354
Anseongella,6.263140852400943e-07,1773450
Rickettsia,6.263140852400943e-07,780
Glycocaulis,6.263140852400943e-07,1433402
Pseudopedobacter,6.263140852400943e-07,1649482
Olivibacter,6.263140852400943e-07,376469
Flammeovirga,6.263140852400943e-07,59739
Fibrella,6.263140852400943e-07,861914
Chitinimonas,6.263140852400943e-07,240411
Blattabacterium,6.263140852400943e-07,34098
Zhouia,6.263140852400943e-07,561555
Pigmentiphaga,6.263140852400943e-07,152267
Pusillimonas (ex Stolz et al. 2005),6.263140852400943e-07,305976
Basilea,6.263140852400943e-07,1472344
Bergeyella,6.263140852400943e-07,59735
Gilvibacter,6.263140852400943e-07,379070
Muricauda,6.263140852400943e-07,111500
Sediminicola,6.263140852400943e-07,389486
Zunongwangia,6.263140852400943e-07,417127
Acidovorax,6.263140852400943e-07,12916
Ramlibacter,6.263140852400943e-07,174951
Ottowia,6.263140852400943e-07,219181
Pukyongia,6.263140852400943e-07,2831916
Pandoravirus,6.263140852400943e-07,2060084
