Species,RA,TAX_ID
Rheinheimera,8.959962355508749e-06,67575
Couchioplanes,8.907256694593991e-06,56433
Crocosphaera,8.643728390020205e-06,263510
Sanguibacteroides,8.485611407275932e-06,1635148
Chlamydia,8.432905746361174e-06,810
Actinobacillus,8.274788763616903e-06,713
Novosphingobium,8.169377441787388e-06,165696
Thalassotalea,8.11667178087263e-06,1518149
Gayadomonas,8.11667178087263e-06,1234605
Hafnia,7.747732154469329e-06,568
Psychrobacter,7.695026493554571e-06,497
Chania,7.695026493554571e-06,1745211
Parageobacillus,7.695026493554571e-06,1906945
Viridibacillus,7.589615171725057e-06,496496
Geobacillus,7.484203849895543e-06,129337
Fluoribacter,7.484203849895543e-06,461
Halobacillus,7.378792528066028e-06,45667
Chromobacterium,7.273381206236513e-06,535
Methylobacterium,7.167969884406999e-06,407
Tumebacillus,7.0625585625774835e-06,432330
Pseudovibrio,7.009852901662727e-06,258255
Marinobacter,6.957147240747969e-06,2742
Gallaecimonas,6.9044415798332116e-06,745410
Lachnoclostridium,6.74632459708894e-06,1506553
Anthococcus,6.640913275259425e-06,1930830
Capnocytophaga,6.640913275259425e-06,1016
Helcococcus,6.640913275259425e-06,31983
Angelakisella,6.535501953429911e-06,1935176
Nissabacter,6.535501953429911e-06,1964366
Massilibacterium,6.430090631600396e-06,1923871
Terribacillus,6.219267987941366e-06,459532
Williamsia,6.219267987941366e-06,85043
Massilia,6.113856666111852e-06,149698
Gallibacterium,6.008445344282337e-06,155493
Coprobacillus,5.95573968336758e-06,100883
Ewingella,5.797622700623308e-06,41201
Francisella,5.797622700623308e-06,262
Photorhabdus,5.797622700623308e-06,29487
Amphibacillus,5.586800056964278e-06,29331
Comamonas,5.586800056964278e-06,283
Thalassobacillus,5.481388735134764e-06,331971
Vulcanibacillus,5.481388735134764e-06,551771
Treponema,5.375977413305249e-06,157
Actinotignum,5.375977413305249e-06,1653174
Candidatus Thiodiazotropha,5.375977413305249e-06,1913444
Aliagarivorans,5.270566091475734e-06,882379
Aggregatibacter,5.059743447816705e-06,416916
Alysiella,5.059743447816705e-06,194195
Lonsdalea,5.059743447816705e-06,1082702
Izhakiella,4.95433212598719e-06,1780190
Bhargavaea,4.848920804157675e-06,941338
Rappaport,4.848920804157675e-06,1955421
Chromohalobacter,4.848920804157675e-06,42054
Psychrobacillus,4.638098160498646e-06,1221880
Arcobacter,4.532686838669131e-06,28196
Gemella,4.427275516839617e-06,1378
Mucilaginibacter,4.427275516839617e-06,423349
Lysobacter,4.427275516839617e-06,68
Luteimonas,4.374569855924859e-06,83614
Hungatella,4.216452873180587e-06,1649459
Actinomyces,4.216452873180587e-06,1654
Anaerococcus,4.216452873180587e-06,165779
Teredinibacter,4.111041551351073e-06,2425
Stenoxybacter,4.005630229521558e-06,422440
Cardiobacterium,4.005630229521558e-06,2717
Globicatella,4.005630229521558e-06,13075
Pasteurella,3.900218907692043e-06,745
Aquibacillus,3.900218907692043e-06,1647190
Alkaliphilus,3.900218907692043e-06,114627
Fructobacillus,3.7948075858625285e-06,559173
Carboxydothermus,3.7948075858625285e-06,129957
Abiotrophia,3.7948075858625285e-06,46123
Streptomyces,3.7421019249477713e-06,1883
Thioalkalimicrobium,3.689396264033014e-06,92244
Bartonella,3.689396264033014e-06,773
Basfia,3.689396264033014e-06,697331
Alkalimonas,3.689396264033014e-06,265980
Alkalibacillus,3.5839849422034994e-06,331654
Actinopolyspora,3.5839849422034994e-06,1849
Massiliomicrobiota,3.5839849422034994e-06,1924110
Actinophytocola,3.5839849422034994e-06,695999
Eggerthella,3.5839849422034994e-06,84111
Thiothrix,3.4785736203739846e-06,1030
Lactonifactor,3.4258679594592274e-06,420345
Erysipelatoclostridium,3.37316229854447e-06,1505663
Fictibacillus,3.37316229854447e-06,1329200
Rhodopseudomonas,3.37316229854447e-06,1073
Parabacteroides,3.37316229854447e-06,375288
Rothia,3.37316229854447e-06,32207
Lacimicrobium,3.2677509767149554e-06,1751872
Cellvibrio,3.2677509767149554e-06,10
Methylophaga,3.2677509767149554e-06,40222
Ruminiclostridium,3.2677509767149554e-06,1508657
Pontibacillus,3.1623396548854406e-06,289201
Buchnera,3.056928333055926e-06,32199
Mycobacterium,3.056928333055926e-06,1763
Johnsonella,3.056928333055926e-06,43994
Neptunomonas,3.056928333055926e-06,75687
Rouxiella,3.056928333055926e-06,1565532
Moellerella,3.056928333055926e-06,158848
Halotalea,2.951517011226411e-06,376488
Murdochiella,2.951517011226411e-06,1161127
Laribacter,2.951517011226411e-06,168470
Falsirhodobacter,2.951517011226411e-06,1434002
Candidatus Endoriftia,2.951517011226411e-06,393764
Tatlockia,2.951517011226411e-06,465
Cupriavidus,2.8461056893968967e-06,106589
Caviibacter,2.8461056893968967e-06,1792239
Ralstonia,2.8461056893968967e-06,48736
Marichromatium,2.8461056893968967e-06,85076
Anoxybacillus,2.8461056893968967e-06,150247
Endozoicomonas,2.8461056893968967e-06,305899
Desulfosporosinus,2.793400028482139e-06,79206
Alcanivorax,2.740694367567382e-06,59753
Sphingobium,2.740694367567382e-06,165695
Mannheimia,2.740694367567382e-06,75984
Rosenbergiella,2.6879887066526243e-06,1356488
Hydrogenovibrio,2.635283045737867e-06,28884
Candidatus Arthromitus,2.635283045737867e-06,49082
Allofustis,2.5298717239083523e-06,192987
Desulfotomaculum,2.5298717239083523e-06,1562
Deinococcus,2.4244604020788376e-06,1298
Histophilus,2.4244604020788376e-06,214906
Leminorella,2.4244604020788376e-06,82980
Frateuria,2.319049080249323e-06,70411
Cosenzaea,2.319049080249323e-06,1354333
Salisediminibacterium,2.319049080249323e-06,1434042
Aliiglaciecola,2.319049080249323e-06,1406885
Arthrobacter,2.319049080249323e-06,1663
Candidatus Liberibacter,2.319049080249323e-06,34019
Hymenobacter,2.319049080249323e-06,89966
Xanthomonas,2.2663434193345656e-06,338
Marinilactibacillus,2.2136377584198084e-06,191769
Marinobacterium,2.2136377584198084e-06,48075
Microcystis,2.1082264365902936e-06,1125
Halolactibacillus,2.1082264365902936e-06,306539
Subdoligranulum,2.1082264365902936e-06,292632
Salipaludibacillus,2.1082264365902936e-06,1884449
Stenotrophomonas,2.1082264365902936e-06,40323
Coprococcus,2.002815114760779e-06,33042
Janthinobacterium,2.002815114760779e-06,29580
Thioalkalivibrio,2.002815114760779e-06,106633
Thioflavicoccus,2.002815114760779e-06,156885
Salibacterium,2.002815114760779e-06,1884429
Blautia,2.002815114760779e-06,572511
Arsukibacterium,2.002815114760779e-06,336830
Alishewanella,2.002815114760779e-06,111142
Gynuella,1.9501094538460217e-06,1445504
Lentibacillus,1.8974037929312643e-06,175304
Sporolactobacillus,1.8974037929312643e-06,2077
Achromatium,1.8974037929312643e-06,44937
Fenollaria,1.8974037929312643e-06,1686313
Allochromatium,1.8974037929312643e-06,85072
Budvicia,1.8974037929312643e-06,82978
Pyramidobacter,1.7919924711017497e-06,638847
Nocardia,1.7919924711017497e-06,1817
Borrelia,1.7919924711017497e-06,138
Gordonia,1.7919924711017497e-06,2053
Atopobacter,1.7919924711017497e-06,136491
Asticcacaulis,1.7919924711017497e-06,76890
Dialister,1.7919924711017497e-06,39948
Orrella,1.686581149272235e-06,1921582
Thalassobacter,1.686581149272235e-06,266808
Campylobacter,1.686581149272235e-06,194
Nitrolancea,1.686581149272235e-06,1206748
Thalassomonas,1.686581149272235e-06,137583
Candidatus Magnetomorum,1.686581149272235e-06,1141978
Nitrincola,1.686581149272235e-06,267849
Myroides,1.686581149272235e-06,76831
Paraliobacillus,1.686581149272235e-06,200903
Cellulosilyticum,1.686581149272235e-06,698776
Synechococcus,1.686581149272235e-06,1129
Paeniclostridium,1.5811698274427203e-06,1849828
Thiorhodococcus,1.5811698274427203e-06,57488
Salimicrobium,1.5811698274427203e-06,351195
Candidatus Regiella,1.5811698274427203e-06,568988
Acidovorax,1.5811698274427203e-06,12916
Planomicrobium,1.5811698274427203e-06,162291
Thiocystis,1.5811698274427203e-06,13724
Roseburia,1.5811698274427203e-06,841
Flavobacterium,1.528464166527963e-06,237
Sedimenticola,1.4757585056132055e-06,349742
Frischella,1.4757585056132055e-06,1335631
Geosporobacter,1.4757585056132055e-06,390805
Acidithiobacillus,1.4757585056132055e-06,119977
Acholeplasma,1.4757585056132055e-06,2147
Arenimonas,1.4757585056132055e-06,490567
Oceanimonas,1.4757585056132055e-06,129577
Caryophanon,1.4757585056132055e-06,33976
Candidatus Gullanella,1.4757585056132055e-06,1906661
Gilvimarinus,1.4757585056132055e-06,940550
Marinospirillum,1.4757585056132055e-06,64968
Eremococcus,1.4757585056132055e-06,171412
Zhongshania,1.4757585056132055e-06,1434050
Mesorhizobium,1.4230528446984484e-06,68287
Thauera,1.4230528446984484e-06,33057
Microbacterium,1.4230528446984484e-06,33882
Dyella,1.370347183783691e-06,231454
Desulfitobacterium,1.370347183783691e-06,36853
Skermanella,1.370347183783691e-06,204447
Azotobacter,1.370347183783691e-06,352
Risungbinella,1.370347183783691e-06,1763555
Tistrella,1.370347183783691e-06,171436
Candidatus Schmidhempelia,1.370347183783691e-06,1505768
Lacinutrix,1.370347183783691e-06,291183
Roseimaritima,1.370347183783691e-06,1579506
Pseudoflavonifractor,1.370347183783691e-06,1017280
Rhodococcus,1.370347183783691e-06,1827
Algicola,1.370347183783691e-06,296014
Rubripirellula,1.2649358619541762e-06,1579505
Motiliproteus,1.2649358619541762e-06,1775292
Phaseolibacter,1.2649358619541762e-06,1297562
Methylovulum,1.2649358619541762e-06,762296
Hahella,1.2649358619541762e-06,158481
Candidatus Stoquefichus,1.2649358619541762e-06,1470349
Pelagirhabdus,1.2649358619541762e-06,1738642
Thermobacillus,1.2649358619541762e-06,76632
Spongiibacter,1.2649358619541762e-06,630749
Centipeda,1.2649358619541762e-06,82202
Pusillimonas,1.2649358619541762e-06,305976
Alkalibacterium,1.2649358619541762e-06,99906
Paucisalibacillus,1.2649358619541762e-06,351094
Methylotenera,1.2649358619541762e-06,359407
Gemmata,1.2122302010394188e-06,113
Oleibacter,1.1595245401246616e-06,759360
Pseudoxanthomonas,1.1595245401246616e-06,83618
Emergencia,1.1595245401246616e-06,1926556
Oblitimonas,1.1595245401246616e-06,1849530
Microbulbifer,1.1595245401246616e-06,48073
Neofamilia,1.1595245401246616e-06,1933048
Oribacterium,1.1595245401246616e-06,265975
Thermoactinomyces,1.1595245401246616e-06,2023
Amphritea,1.1595245401246616e-06,515417
Jeongeupia,1.0541132182951468e-06,885864
Lampropedia,1.0541132182951468e-06,198705
Methylomicrobium,1.0541132182951468e-06,39773
Advenella,1.0541132182951468e-06,290425
Edaphobacillus,1.0541132182951468e-06,1881091
Rubeoparvulum,1.0541132182951468e-06,1935206
Candidatus Tachikawaea,1.0541132182951468e-06,1682492
Anaerobacillus,1.0541132182951468e-06,704093
Heliobacterium,1.0541132182951468e-06,2697
Borreliella,1.0541132182951468e-06,64895
Aestuariibacter,1.0541132182951468e-06,249523
Kerstersia,1.0541132182951468e-06,257820
Azospirillum,1.0541132182951468e-06,191
Paraburkholderia,1.0541132182951468e-06,1822464
Rhizobium,1.0541132182951468e-06,379
Cystobacter,1.0014075573803894e-06,42
Kangiella,1.0014075573803894e-06,261963
Gulbenkiania,9.487018964656321e-07,397456
Bradyrhizobium,9.487018964656321e-07,374
Candidatus Marithrix,9.487018964656321e-07,1031282
Chitinophaga,9.487018964656321e-07,79328
Kitasatospora,9.487018964656321e-07,2063
Citreicella,9.487018964656321e-07,282682
Thiocapsa,9.487018964656321e-07,1056
Salinicola,9.487018964656321e-07,404432
Gottschalkia,9.487018964656321e-07,1505664
Pseudogulbenkiania,9.487018964656321e-07,568394
Magnetospirillum,9.487018964656321e-07,13134
Enhydrobacter,9.487018964656321e-07,212791
Nitrosococcus,9.487018964656321e-07,1227
Alcaligenes,9.487018964656321e-07,507
Ureibacillus,9.487018964656321e-07,160795
Oenococcus,9.487018964656321e-07,46254
Kinetoplastibacterium,9.487018964656321e-07,33055
Tropicibacter,8.959962355508748e-07,599653
Methylomonas,8.432905746361174e-07,416
Candidatus Hamiltonella,8.432905746361174e-07,568987
Paraclostridium,8.432905746361174e-07,1849822
Wohlfahrtiimonas,8.432905746361174e-07,582472
Necropsobacter,8.432905746361174e-07,908284
Acidaminococcus,8.432905746361174e-07,904
Veillonella,8.432905746361174e-07,29465
Shuttleworthia,8.432905746361174e-07,177971
Lunatimonas,8.432905746361174e-07,1774589
Beduini,8.432905746361174e-07,1922299
Leucothrix,8.432905746361174e-07,45247
Desulfotalea,8.432905746361174e-07,109168
Caldicellulosiruptor,8.432905746361174e-07,44000
Candidimonas,8.432905746361174e-07,1074468
Methylobacter,8.432905746361174e-07,429
Pseudohongiella,8.432905746361174e-07,1524249
Pseudospirillum,8.432905746361174e-07,196078
Vogesella,8.432905746361174e-07,57739
Helicobacter,7.905849137213602e-07,209
Salinibacillus,7.378792528066028e-07,320933
Burkholderia,7.378792528066028e-07,32008
Tenuibacillus,7.378792528066028e-07,286800
Alteribacillus,7.378792528066028e-07,1433300
Erysipelothrix,7.378792528066028e-07,1647
Hydrogenophaga,7.378792528066028e-07,47420
Bifidobacterium,7.378792528066028e-07,1678
Mitsuokella,7.378792528066028e-07,52225
Desmospora,7.378792528066028e-07,500614
Fusibacter,7.378792528066028e-07,76008
Asaccharospora,7.378792528066028e-07,1505660
Terasakiispira,7.378792528066028e-07,1861843
Acetobacter,7.378792528066028e-07,434
Succinivibrio,7.378792528066028e-07,83770
Acidilobus,7.378792528066028e-07,105850
Thalassolituus,7.378792528066028e-07,187492
Desulfobulbus,7.378792528066028e-07,893
Pelosinus,7.378792528066028e-07,365348
Desulfovibrio,7.378792528066028e-07,872
Chondromyces,6.851735918918455e-07,50
Xenophilus,6.324679309770881e-07,151754
Sphingobacterium,6.324679309770881e-07,28453
Parvibaculum,6.324679309770881e-07,256616
Oligella,6.324679309770881e-07,90243
Marinagarivorans,6.324679309770881e-07,1792291
Algoriphagus,6.324679309770881e-07,246875
Alicyclobacillus,6.324679309770881e-07,29330
Aidingimonas,6.324679309770881e-07,1395977
Thiorhodovibrio,6.324679309770881e-07,61593
Herbaspirillum,6.324679309770881e-07,963
Dolosigranulum,6.324679309770881e-07,29393
Bermanella,6.324679309770881e-07,599651
Xylella,6.324679309770881e-07,2370
Marinimicrobium,6.324679309770881e-07,359337
Candidatus Moranella,6.324679309770881e-07,1048757
Agrobacterium,6.324679309770881e-07,357
Cobetia,6.324679309770881e-07,204286
Methylophilus,6.324679309770881e-07,16
Caenibacillus,6.324679309770881e-07,1940395
Azoarcus,6.324679309770881e-07,12960
Oscillibacter,6.324679309770881e-07,459786
Oceanobacter,6.324679309770881e-07,196079
Caldalkalibacillus,6.324679309770881e-07,379065
Pseudobutyrivibrio,6.324679309770881e-07,46205
Acetobacterium,6.324679309770881e-07,33951
Rugosibacter,6.324679309770881e-07,1914449
Dasania,6.324679309770881e-07,503005
Halioglobus,6.324679309770881e-07,1217416
Oleispira,6.324679309770881e-07,188907
Saccharophagus,6.324679309770881e-07,316625
Aureispira,5.270566091475734e-07,365032
Aquitalea,5.270566091475734e-07,407217
Selenomonas,5.270566091475734e-07,970
Paracoccus,5.270566091475734e-07,265
Lachnobacterium,5.270566091475734e-07,140625
Kineococcus,5.270566091475734e-07,33981
Chitiniphilus,5.270566091475734e-07,585890
Eggerthia,5.270566091475734e-07,1279384
Methylococcus,5.270566091475734e-07,413
Piscibacillus,5.270566091475734e-07,420644
Chitinilyticum,5.270566091475734e-07,551208
Anaplasma,5.270566091475734e-07,768
Salinimonas,5.270566091475734e-07,288793
Halothiobacillus,5.270566091475734e-07,109262
Limnohabitans,5.270566091475734e-07,665874
Marinococcus,5.270566091475734e-07,1370
Nesiotobacter,5.270566091475734e-07,500577
Sulfitobacter,5.270566091475734e-07,60136
Chryseobacterium,5.270566091475734e-07,59732
Castellaniella,5.270566091475734e-07,359336
Candidatus Izimaplasma,5.270566091475734e-07,1912503
Candidatus Thiosymbion,5.270566091475734e-07,1907535
Finegoldia,5.270566091475734e-07,150022
Crenobacter,5.270566091475734e-07,1654931
Azovibrio,5.270566091475734e-07,146935
Pelobacter,5.270566091475734e-07,18
Intestinibacter,5.270566091475734e-07,1505657
Candidatus Blochmannia,5.270566091475734e-07,203804
Neptuniibacter,4.7435094823281607e-07,459520
Thermoflavimicrobium,4.7435094823281607e-07,292636
Filifactor,4.216452873180587e-07,44259
Nitrosomonas,4.216452873180587e-07,914
Alkanindiges,4.216452873180587e-07,222991
Methylomarinum,4.216452873180587e-07,1221209
Fischerella,4.216452873180587e-07,1190
Thalassospira,4.216452873180587e-07,168934
Rhodospirillum,4.216452873180587e-07,1081
Carnimonas,4.216452873180587e-07,64322
Sulfurivirga,4.216452873180587e-07,364031
Negativicoccus,4.216452873180587e-07,909928
Candidatus Phytoplasma,4.216452873180587e-07,33926
Prochlorococcus,4.216452873180587e-07,1218
Oleiagrimonas,4.216452873180587e-07,1649642
Ferriphaselus,4.216452873180587e-07,1443590
Leptolyngbya,4.216452873180587e-07,47251
Alloiococcus,4.216452873180587e-07,1651
Sphingomonas,4.216452873180587e-07,13687
Haliea,4.216452873180587e-07,475794
Polaromonas,4.216452873180587e-07,52972
Succinimonas,4.216452873180587e-07,83768
Ectothiorhodospira,4.216452873180587e-07,1051
Chelonobacter,4.216452873180587e-07,658623
Desulfitibacter,4.216452873180587e-07,293136
Sulfuritalea,4.216452873180587e-07,1054211
Beggiatoa,4.216452873180587e-07,1021
Epulopiscium,4.216452873180587e-07,2383
Salinisphaera,4.216452873180587e-07,180541
Bacteroides,4.216452873180587e-07,816
Actinobaculum,4.216452873180587e-07,76833
Persicobacter,4.216452873180587e-07,59740
Levyella,4.216452873180587e-07,1715798
Paludibacterium,4.216452873180587e-07,400060
Candidatus Mikella,4.216452873180587e-07,1906660
Candidatus Hoaglandella,4.216452873180587e-07,1906659
Limnobacter,4.216452873180587e-07,131079
Halodesulfovibrio,4.216452873180587e-07,1912771
Roseomonas,4.216452873180587e-07,125216
Geoalkalibacter,4.216452873180587e-07,392332
Caloramator,4.216452873180587e-07,44258
Rhodanobacter,4.216452873180587e-07,75309
Sediminibacillus,4.216452873180587e-07,482460
Methyloversatilis,4.216452873180587e-07,378210
Wigglesworthia,4.216452873180587e-07,51228
Microvirgula,4.216452873180587e-07,57479
Ideonella,4.216452873180587e-07,36862
Youngiibacter,4.216452873180587e-07,1408818
Devosia,3.689396264033014e-07,46913
Leucobacter,3.689396264033014e-07,55968
Actinoplanes,3.689396264033014e-07,1865
Oxalobacter,3.1623396548854404e-07,846
Shinella,3.1623396548854404e-07,323620
Limnochorda,3.1623396548854404e-07,1676651
Acidihalobacter,3.1623396548854404e-07,1765964
Kallipyga,3.1623396548854404e-07,1472763
Luminiphilus,3.1623396548854404e-07,1341118
Peptoclostridium,3.1623396548854404e-07,1481960
Cohnella,3.1623396548854404e-07,329857
Pseudohaliea,3.1623396548854404e-07,1341120
Noviherbaspirillum,3.1623396548854404e-07,1344552
Candidatus Endolissoclinum,3.1623396548854404e-07,1263978
Cycloclasticus,3.1623396548854404e-07,34067
Nitrosospira,3.1623396548854404e-07,35798
Candidatus Berkiella,3.1623396548854404e-07,1755683
Thermoanaerobacter,3.1623396548854404e-07,1754
Asanoa,3.1623396548854404e-07,195964
Candidatus Ishikawaella,3.1623396548854404e-07,409304
Tissierella,3.1623396548854404e-07,41273
Solimonas,3.1623396548854404e-07,413435
Lagierella,3.1623396548854404e-07,1945592
Caballeronia,3.1623396548854404e-07,1827195
Andreprevotia,3.1623396548854404e-07,397275
Alicycliphilus,3.1623396548854404e-07,201096
Merdibacter,3.1623396548854404e-07,1935200
Balneatrix,3.1623396548854404e-07,75683
Methylovorus,3.1623396548854404e-07,81682
Megamonas,3.1623396548854404e-07,158846
Natranaerobius,3.1623396548854404e-07,375928
Traorella,3.1623396548854404e-07,1929045
Gluconobacter,3.1623396548854404e-07,441
Methylogaea,3.1623396548854404e-07,1295378
Candidatus Westeberhardia,3.1623396548854404e-07,1699619
Brevibacterium,3.1623396548854404e-07,1696
Dechloromonas,3.1623396548854404e-07,73029
Bariatricus,3.1623396548854404e-07,1924081
Dokdonella,3.1623396548854404e-07,323413
Saccharibacillus,3.1623396548854404e-07,456492
Sulfurihydrogenibium,3.1623396548854404e-07,212790
Spiroplasma,3.1623396548854404e-07,2132
Chlorobium,3.1623396548854404e-07,1091
Desulfuribacillus,3.1623396548854404e-07,1543703
Basilea,3.1623396548854404e-07,1472344
Tepidanaerobacter,3.1623396548854404e-07,499228
Chitinibacter,3.1623396548854404e-07,230666
