Species,RA,TAX_ID
Diaphorobacter,0.00013703118596020697,238749
Obesumbacterium,0.0001359000323025166,82982
Buttiauxella,0.0001309983664525249,82976
Photobacterium,0.00012846673683769404,657
Morganella,0.00012448076680583267,581
Lactococcus,0.00012054866123386134,1357
Kerstersia,0.00011510835078496947,257820
Providencia,0.00011236126333057852,586
Clostridium,0.00010778278423992695,1485
Herminiimonas,0.0001067593595020166,303379
Bibersteinia,0.00010568207030421623,476528
Streptobacillus,0.00010390454312784562,34104
Lysobacter,0.00010158837135257483,68
Pedobacter,9.997243755587428e-05,84567
Janthinobacterium,9.609419644379295e-05,29580
Spongiibacter,9.609419644379295e-05,630749
Carnobacterium,9.323938006962197e-05,2747
Enhygromyxa,9.286232885039184e-05,215802
Pseudorhodoferax,9.140798843336134e-05,747294
Rhodopseudomonas,9.065388599490108e-05,1073
Thauera,8.548289784545931e-05,33057
Edwardsiella,8.510584662622918e-05,635
Delftia,8.435174418776892e-05,80865
Rhizobacter,8.25203525515083e-05,212743
Chromobacterium,7.815733130041679e-05,535
Sodalis,7.557183722569591e-05,84565
Ottowia,7.508705708668574e-05,219181
Thioalkalivibrio,7.411749680866541e-05,106633
Sphingomonas,7.37943100493253e-05,13687
Oceanospirillum,6.926969541856375e-05,965
Ramlibacter,6.749216824219314e-05,174951
Piscirickettsia,6.571464106582253e-05,1237
Alcaligenes,6.291368915154158e-05,507
Alicycliphilus,6.18363999537412e-05,201096
Aliivibrio,6.140548427462105e-05,511678
Bavariicoccus,6.048978845649074e-05,697279
Azoarcus,5.9574092638360425e-05,12960
Streptomyces,5.946636371858039e-05,1883
Advenella,5.9358634798800354e-05,290425
Alcanivorax,5.865839682023011e-05,59753
Neisseria,5.7958158841659874e-05,482
Brenneria,5.785042992187984e-05,71655
Curvibacter,5.747337870264971e-05,281915
Methyloversatilis,5.698859856363954e-05,378210
Crocosphaera,5.618063166528926e-05,263510
Rahnella,5.451083340869869e-05,34037
Actinophytocola,5.413378218946856e-05,695999
Arthrobacter,5.381059543012845e-05,1663
Variovorax,5.311035745155821e-05,34072
Actinopolyspora,5.257171285265803e-05,1849
Gilliamella,5.235625501309795e-05,1193503
Pectobacterium,5.19253393339778e-05,122277
Pseudoxanthomonas,5.1494423654857654e-05,83618
Carboxydothermus,5.095577905595747e-05,129957
Tumebacillus,5.0848050136177435e-05,432330
Xanthomonas,4.993235431804712e-05,338
Thiomonas,4.9393709719146936e-05,32012
Rugamonas,4.923211633947688e-05,212744
Pseudacidovorax,4.767004700266634e-05,433923
Tatumella,4.686208010431607e-05,82986
Aquincola,4.643116442519592e-05,391952
Knoellia,4.551546860706561e-05,136099
Mucilaginibacter,4.530001076750553e-05,423349
Atopostipes,4.368407697080498e-05,292480
Mitsuaria,4.363021251091496e-05,65047
Tyzzerella,4.363021251091496e-05,1506577
Chania,4.282224561256468e-05,1745211
Polaromonas,4.1960414254324384e-05,52972
Methylibium,4.120631181586413e-05,316612
Corynebacterium,4.1098582896084094e-05,1716
Plesiomonas,3.9913564778503684e-05,702
Pragia,3.980583585872365e-05,82984
Francisella,3.9267191259823465e-05,262
Halomonas,3.9105597880153405e-05,2745
Bradyrhizobium,3.829763098180313e-05,374
Salinivibrio,3.8082173142243055e-05,51366
Melaminivora,3.6681697185102574e-05,1649468
Tetragenococcus,3.657396826532254e-05,51668
Azohydromonas,3.652010380543252e-05,312063
Ewingella,3.5766001366972266e-05,41201
Xylophilus,3.5388950147742136e-05,54066
Hafnia,3.506576338840202e-05,568
Candidatus Endobugula,3.506576338840202e-05,62100
Pediococcus,3.4796441088951934e-05,1253
Caballeronia,3.4634847709281874e-05,1827195
Rubrivivax,3.425779649005174e-05,28067
Izhakiella,3.4203932030161726e-05,1780190
Chitinimonas,3.393460973071164e-05,240411
Dechloromonas,3.3611422971371524e-05,73029
Kiloniella,3.344982959170147e-05,454159
Clostridioides,3.344982959170147e-05,1870884
Leptothrix,3.339596513181145e-05,88
Pseudoalteromonas,3.334210067192143e-05,53246
Falsirhodobacter,3.307277837247134e-05,1434002
Paenibacillus,3.161843795544084e-05,44249
Grimontia,3.129525119610073e-05,246861
Staphylococcus,3.102592889665064e-05,1279
Chlamydia,3.059501321753049e-05,810
Arenimonas,3.021796199830036e-05,490567
Pandoraea,3.0110233078520322e-05,93217
Roseateles,2.994863969885027e-05,93681
Mesorhizobium,2.984091077907023e-05,68287
Prevotella,2.9733181859290195e-05,838
Methylobacterium,2.9679317399400177e-05,407
Verminephrobacter,2.9356130640060064e-05,364316
Roseivivax,2.914067280049999e-05,93682
Chitiniphilus,2.8763621581269863e-05,585890
Sphaerotilus,2.8655892661489824e-05,34102
Peptostreptococcus,2.8063383602699622e-05,1257
Actinomyces,2.6932229945009233e-05,1654
Caldimonas,2.671677210544916e-05,196013
Steroidobacter,2.6609043185669124e-05,469322
Treponema,2.6178127506548975e-05,157
Nitrospirillum,2.6124263046658958e-05,1543705
Candidatus Magnetomorum,2.5801076287318848e-05,1141978
Skermanella,2.5477889527978735e-05,204447
Novosphingobium,2.5477889527978735e-05,165696
Capnocytophaga,2.5424025068088717e-05,1016
Derxia,2.5424025068088717e-05,203697
Flavobacterium,2.5154702768638625e-05,237
Oligella,2.386195573127818e-05,90243
Taylorella,2.353876897193807e-05,29574
Thiobacillus,2.326944667248798e-05,919
Dyella,2.321558221259796e-05,231454
Granulicatella,2.3053988832927904e-05,117563
Proteus,2.283853099336783e-05,583
Lonsdalea,2.2730802073587795e-05,1082702
Collimonas,2.213829301479759e-05,202907
Rouxiella,2.1922835175237515e-05,1565532
Citreicella,2.1599648415897406e-05,282682
Brevundimonas,2.1545783956007388e-05,41275
Azospirillum,2.149191949611737e-05,191
Alteromonas,2.1276461656557296e-05,226
Trichococcus,2.1168732736777257e-05,82802
Photorhabdus,2.1168732736777257e-05,29487
Arsenophonus,2.0953274897217183e-05,637
Haliea,2.0899410437327165e-05,475794
Tropicibacter,2.0845545977437148e-05,599653
Moraxella,2.0630088137877074e-05,475
Duganella,2.0414630298317e-05,75654
Borrelia,2.0253036918646943e-05,138
Xylella,2.0145307998866907e-05,2370
Atopobacter,2.0145307998866907e-05,136491
Cystobacter,1.9768256779636777e-05,42
Aerococcus,1.971439231974676e-05,1375
Pseudovibrio,1.901415434117652e-05,258255
Melissococcus,1.8906425421396483e-05,33969
Sulfuritalea,1.8906425421396483e-05,1054211
Paracoccus,1.8798696501616444e-05,265
Hymenobacter,1.8475509742276335e-05,89966
Bosea,1.8421645282386317e-05,85413
Pelomonas,1.83677808224963e-05,335058
Mycobacterium,1.83677808224963e-05,1763
Marinobacter,1.8313916362606278e-05,2742
Pseudoflavonifractor,1.7829136223596112e-05,1017280
Pseudoduganella,1.7721407303816077e-05,1522432
Azospira,1.766754284392606e-05,146937
Thalassobacter,1.7613678384036038e-05,266808
Ferrimonas,1.755981392414602e-05,44011
Pseudogulbenkiania,1.7452085004365985e-05,568394
Roseimaritima,1.7398220544475967e-05,1579506
Basilea,1.7398220544475967e-05,1472344
Paucibacter,1.7182762704915893e-05,318147
Cutibacterium,1.7182762704915893e-05,1912216
Lautropia,1.6751847025795744e-05,47670
Rhodanobacter,1.6320931346675596e-05,75309
Kingella,1.6267066886785578e-05,32257
Lacinutrix,1.5728422287885394e-05,291183
Jeongeupia,1.5674557827995373e-05,885864
Microbacterium,1.5243642148875226e-05,33882
Idiomarina,1.5189777688985209e-05,135575
Microvirgula,1.5028184309315152e-05,57479
Exiguobacterium,1.5028184309315152e-05,33986
Chitinilyticum,1.4974319849425135e-05,551208
Hylemonella,1.4866590929645097e-05,232523
Crenobacter,1.4812726469755078e-05,1654931
Enterovibrio,1.4651133090085023e-05,188143
Brevibacillus,1.411248849118484e-05,55080
Anthococcus,1.3843166191734746e-05,1930830
Jeotgalibaca,1.3843166191734746e-05,1470540
Caenimonas,1.3789301731844728e-05,763439
Tolumonas,1.3789301731844728e-05,43947
Noviherbaspirillum,1.3681572812064691e-05,1344552
Candidatus Endoriftia,1.3142928213164507e-05,393764
Paenalcaligenes,1.3142928213164507e-05,1100891
Moellerella,1.3089063753274488e-05,158848
Pyramidobacter,1.3089063753274488e-05,638847
Kurthia,1.298133483349445e-05,1649
Rhodoferax,1.2604283614264322e-05,28065
Chondromyces,1.2604283614264322e-05,50
Vogesella,1.2550419154374304e-05,57739
Eubacterium,1.2388825774704247e-05,1730
Helicobacter,1.2388825774704247e-05,209
Mannheimia,1.2388825774704247e-05,75984
Mitsuokella,1.233496131481423e-05,52225
Kitasatospora,1.228109685492421e-05,2063
Thermomonas,1.2227232395034192e-05,141948
Nocardia,1.2173367935144173e-05,1817
Frateuria,1.2119503475254155e-05,70411
Tepidimonas,1.1904045635694081e-05,114248
Azotobacter,1.1904045635694081e-05,352
Marinomonas,1.1742452256024026e-05,28253
Methylophaga,1.1688587796134007e-05,40222
Rhizobium,1.163472333624399e-05,379
Avibacterium,1.1526994416463952e-05,292486
Amphibacillus,1.1365401036793897e-05,29331
Solimonas,1.1365401036793897e-05,413435
Halothiobacillus,1.1311536576903878e-05,109262
Pelistega,1.125767211701386e-05,106146
Aggregatibacter,1.0988349817563768e-05,416916
Thiothrix,1.0934485357673749e-05,1030
Weissella,1.0880620897783731e-05,46255
Sutterella,1.0772891978003694e-05,40544
Anaerococcus,1.0772891978003694e-05,165779
Asticcacaulis,1.0503569678553602e-05,76890
Psychromonas,1.0341976298883546e-05,67572
Caulobacter,1.0234247379103509e-05,75
Blautia,1.0018789539543436e-05,572511
Laribacter,9.911060619763399e-06,168470
Chrysiogenes,9.641738320313305e-06,118004
Azonexus,9.534009400533268e-06,146936
Luteibacter,9.48014494064325e-06,242605
Magnetospirillum,9.426280480753233e-06,13134
Actinobacillus,9.372416020863213e-06,713
Oceanicaulis,9.318551560973196e-06,153232
Azovibrio,8.941500341743067e-06,146935
Rummeliibacillus,8.83377142196303e-06,648802
Catenovulum,8.77990696207301e-06,1172191
Mizugakiibacter,8.77990696207301e-06,1544982
Hungatella,8.672178042292973e-06,1649459
Halotalea,8.456720202732899e-06,376488
Leminorella,8.402855742842881e-06,82980
Coprococcus,8.295126823062844e-06,33042
Desulfovibrio,8.187397903282807e-06,872
Myroides,8.187397903282807e-06,76831
Aromatoleum,8.187397903282807e-06,551759
Rosenbergiella,8.07966898350277e-06,1356488
Alloscardovia,8.07966898350277e-06,419014
Chryseobacterium,7.971940063722733e-06,59732
Limnohabitans,7.971940063722733e-06,665874
Fluoribacter,7.75648222416266e-06,461
Pasteurella,7.75648222416266e-06,745
Leuconostoc,7.70261776427264e-06,1243
Nevskia,7.433295464822549e-06,64001
Inquilinus,7.325566545042512e-06,171673
Paraglaciecola,7.163973165372456e-06,1621534
Methylobacillus,7.110108705482438e-06,404
Lysinibacillus,7.002379785702401e-06,400634
Devosia,7.002379785702401e-06,46913
Butyrivibrio,6.67919302636229e-06,830
Glaciecola,6.67919302636229e-06,89404
Budvicia,6.67919302636229e-06,82978
Methylovulum,6.67919302636229e-06,762296
Methylococcus,6.625328566472271e-06,413
Deinococcus,6.517599646692235e-06,1298
Planococcus,6.4637351868022164e-06,1372
Polycyclovorans,6.140548427462105e-06,1274363
Nitrosospira,6.140548427462105e-06,35798
Phaseolibacter,6.140548427462105e-06,1297562
Selenomonas,6.0866839675720865e-06,970
Formivibrio,6.032819507682069e-06,83764
Ferriphaselus,5.925090587902032e-06,1443590
Atopococcus,5.925090587902032e-06,269773
Moritella,5.925090587902032e-06,58050
Aphanizomenon,5.925090587902032e-06,1175
Tepidiphilus,5.925090587902032e-06,203470
Aquitalea,5.817361668121995e-06,407217
Oleiagrimonas,5.817361668121995e-06,1649642
Dietzia,5.817361668121995e-06,37914
Candidatus Marithrix,5.763497208231976e-06,1031282
Desulfocarbo,5.763497208231976e-06,1535192
Candidatus Accumulibacter,5.7096327483419575e-06,327159
Arcanobacterium,5.7096327483419575e-06,28263
Cosenzaea,5.494174908781884e-06,1354333
Immundisolibacter,5.386445989001847e-06,1934947
Methylotenera,5.386445989001847e-06,359407
Endozoicomonas,5.27871706922181e-06,305899
Facklamia,5.224852609331791e-06,66831
Sideroxydans,5.170988149441773e-06,314343
Acidithiobacillus,5.170988149441773e-06,119977
Aureimonas,5.170988149441773e-06,414371
Rheinheimera,5.063259229661736e-06,67575
Sphingobium,5.063259229661736e-06,165695
Simplicispira,4.9555303098816994e-06,352450
Kocuria,4.9555303098816994e-06,57493
Lunatimonas,4.9555303098816994e-06,1774589
Ignavigranum,4.901665849991681e-06,89092
Thalassotalea,4.847801390101662e-06,1518149
Gulbenkiania,4.847801390101662e-06,397456
Roseomonas,4.793936930211644e-06,125216
Oceanisphaera,4.793936930211644e-06,225143
Vagococcus,4.740072470321625e-06,2737
Myxococcus,4.632343550541588e-06,32
Perlucidibaca,4.632343550541588e-06,661182
Methylomicrobium,4.632343550541588e-06,39773
Xanthobacter,4.632343550541588e-06,279
Azorhizobium,4.416885710981515e-06,6
Agarivorans,4.416885710981515e-06,261825
Neptunomonas,4.416885710981515e-06,75687
Desulfosporosinus,4.416885710981515e-06,79206
Histophilus,4.416885710981515e-06,214906
Brochothrix,4.416885710981515e-06,2755
Psychrobacter,4.416885710981515e-06,497
Nocardioides,4.363021251091496e-06,1839
Acidilobus,4.363021251091496e-06,105850
Afipia,4.309156791201478e-06,1033
Phenylobacterium,4.309156791201478e-06,20
Marinobacterium,4.2014278714214405e-06,48075
Isobaculum,4.2014278714214405e-06,142587
Buchnera,4.2014278714214405e-06,32199
Aquimonas,4.093698951641403e-06,265718
Agrobacterium,4.093698951641403e-06,357
Hydrocarboniphaga,4.093698951641403e-06,243627
Teredinibacter,4.093698951641403e-06,2425
Lentisphaera,4.039834491751385e-06,256846
Thiomicrospira,3.87824111208133e-06,933
Butyricicoccus,3.87824111208133e-06,580596
Microvirga,3.87824111208133e-06,186650
Jeotgalibacillus,3.87824111208133e-06,157226
Brackiella,3.87824111208133e-06,124224
Propionivibrio,3.8243766521913115e-06,83766
Methylopila,3.770512192301293e-06,61653
Basfia,3.770512192301293e-06,697331
Candidatus Schmidhempelia,3.770512192301293e-06,1505768
Oceanobacillus,3.7166477324112744e-06,182709
Ensifer,3.662783272521256e-06,106591
Amantichitinum,3.662783272521256e-06,1433987
Paludibacterium,3.555054352741219e-06,400060
Aminobacter,3.555054352741219e-06,31988
Catellicoccus,3.447325432961182e-06,300418
Streptacidiphilus,3.447325432961182e-06,228398
Bartonella,3.3934609730711635e-06,773
Aquaspirillum,3.339596513181145e-06,187
Allochromatium,3.339596513181145e-06,85072
Rappaport,3.339596513181145e-06,1955421
Candidatus Regiella,3.339596513181145e-06,568988
Chromohalobacter,3.339596513181145e-06,42054
Solibacillus,3.2318675934011082e-06,648800
Silvimonas,3.2318675934011082e-06,300264
Cellvibrio,3.2318675934011082e-06,10
Peptoniphilus,3.2318675934011082e-06,162289
Kaistia,3.2318675934011082e-06,166953
Sporosarcina,3.2318675934011082e-06,1569
Nocardiopsis,3.124138673621071e-06,2013
Rhodospirillum,3.124138673621071e-06,1081
Thiorhodococcus,3.124138673621071e-06,57488
Rudaea,3.124138673621071e-06,886360
Colwellia,3.0164097538410344e-06,28228
Candidatus Contendobacter,3.0164097538410344e-06,1400859
Gallaecimonas,3.0164097538410344e-06,745410
Sedimenticola,3.0164097538410344e-06,349742
Ornithinibacillus,2.962545293951016e-06,484508
Leucobacter,2.962545293951016e-06,55968
Andreprevotia,2.962545293951016e-06,397275
Thermithiobacillus,2.9086808340609973e-06,119979
Gayadomonas,2.9086808340609973e-06,1234605
Sinorhizobium,2.9086808340609973e-06,28105
Rhodocista,2.9086808340609973e-06,34023
Raphidiopsis,2.9086808340609973e-06,244599
Frischella,2.9086808340609973e-06,1335631
Ectothiorhodospira,2.9086808340609973e-06,1051
Hoeflea,2.80095191428096e-06,274591
Gemmata,2.80095191428096e-06,113
Oceanicola,2.80095191428096e-06,252301
Synechococcus,2.80095191428096e-06,1129
Rhodobacter,2.80095191428096e-06,1060
Rhodococcus,2.747087454390942e-06,1827
Silanimonas,2.6932229945009235e-06,292713
Candidatus Tachikawaea,2.6932229945009235e-06,1682492
Starkeya,2.6932229945009235e-06,152053
Simiduia,2.6932229945009235e-06,447467
Macrococcus,2.6932229945009235e-06,69965
Thermobacillus,2.6932229945009235e-06,76632
Albimonas,2.6932229945009235e-06,663242
Bifidobacterium,2.6932229945009235e-06,1678
Tatlockia,2.639358534610905e-06,465
Caenispirillum,2.5854940747208864e-06,414051
Aureispira,2.5854940747208864e-06,365032
Turicibacter,2.5854940747208864e-06,191303
Alishewanella,2.5854940747208864e-06,111142
Polynucleobacter,2.5854940747208864e-06,44013
Nitratireductor,2.4777651549408497e-06,245876
Geminicoccus,2.4777651549408497e-06,489140
Zymomonas,2.4777651549408497e-06,541
Thalassobaculum,2.4777651549408497e-06,526215
Methylobacter,2.4777651549408497e-06,429
Lacimicrobium,2.3700362351608126e-06,1751872
Uliginosibacterium,2.3700362351608126e-06,392735
Oceanimonas,2.3700362351608126e-06,129577
Salinarimonas,2.3700362351608126e-06,690086
Sulfuricella,2.3700362351608126e-06,935200
Erythrobacter,2.3700362351608126e-06,1041
Pseudonocardia,2.3700362351608126e-06,1847
Asanoa,2.2623073153807755e-06,195964
Salinisphaera,2.2623073153807755e-06,180541
Arsukibacterium,2.2623073153807755e-06,336830
Holdemania,2.2623073153807755e-06,61170
Halobacillus,2.2623073153807755e-06,45667
Marichromatium,2.2623073153807755e-06,85076
Candidatus Hamiltonella,2.154578395600739e-06,568987
Prosthecomicrobium,2.154578395600739e-06,81894
Ancylobacter,2.154578395600739e-06,99
Saccharothrix,2.154578395600739e-06,2071
Arhodomonas,2.154578395600739e-06,2368
Sphingopyxis,2.154578395600739e-06,165697
Gemella,2.154578395600739e-06,1378
Pseudooceanicola,2.0468494758207017e-06,1679449
Centipeda,2.0468494758207017e-06,82202
Amycolatopsis,2.0468494758207017e-06,1813
Shinella,2.0468494758207017e-06,323620
Hyphomicrobium,2.0468494758207017e-06,81
Kandleria,2.0468494758207017e-06,1279388
Aneurinibacillus,2.0468494758207017e-06,55079
Amorphus,2.0468494758207017e-06,580880
Wenzhouxiangella,2.0468494758207017e-06,1676142
Geobacillus,2.0468494758207017e-06,129337
Aurantimonas,2.0468494758207017e-06,182269
Methylomonas,1.939120556040665e-06,416
Methylobrevis,1.939120556040665e-06,1775716
Paenisporosarcina,1.939120556040665e-06,651660
Reinekea,1.939120556040665e-06,230494
Tolypothrix,1.939120556040665e-06,111782
Ferrovum,1.939120556040665e-06,416212
Acidihalobacter,1.939120556040665e-06,1765964
Abiotrophia,1.939120556040665e-06,46123
Loktanella,1.939120556040665e-06,245186
Leisingera,1.939120556040665e-06,191028
Salinicoccus,1.939120556040665e-06,45669
Lutibaculum,1.831391636260628e-06,1358438
Subdoligranulum,1.831391636260628e-06,292632
Pleomorphomonas,1.831391636260628e-06,261933
Hahella,1.831391636260628e-06,158481
Pisciglobus,1.831391636260628e-06,1384499
Martelella,1.7775271763706096e-06,293088
Desulfobulbus,1.7775271763706096e-06,893
Giesbergeria,1.723662716480591e-06,352449
Hyphomonas,1.723662716480591e-06,85
Gemmobacter,1.723662716480591e-06,204456
Pseudoxanthobacter,1.723662716480591e-06,433838
Aliagarivorans,1.723662716480591e-06,882379
Cellulomonas,1.723662716480591e-06,1707
Limnobacter,1.6159337967005541e-06,131079
Aquibacillus,1.6159337967005541e-06,1647190
Jannaschia,1.6159337967005541e-06,188905
Aquamicrobium,1.6159337967005541e-06,69278
Sterolibacterium,1.6159337967005541e-06,157591
Methylosarcina,1.6159337967005541e-06,160800
Thioalkalimicrobium,1.6159337967005541e-06,92244
Jiangella,1.6159337967005541e-06,281472
Gallionella,1.6159337967005541e-06,96
Polymorphum,1.6159337967005541e-06,991903
Roseospirillum,1.5082048769205172e-06,83400
Desulfotomaculum,1.5082048769205172e-06,1562
Candidatus Tenderia,1.5082048769205172e-06,1813600
Actinomadura,1.5082048769205172e-06,1988
Globicatella,1.5082048769205172e-06,13075
Methylogaea,1.5082048769205172e-06,1295378
Chelatococcus,1.5082048769205172e-06,28209
Rubritepida,1.5082048769205172e-06,182402
Candidatus Doolittlea,1.5082048769205172e-06,1906657
Kangiella,1.5082048769205172e-06,261963
Salipiger,1.5082048769205172e-06,263377
Pseudolabrys,1.5082048769205172e-06,556257
Congregibacter,1.40047595714048e-06,393661
Candidatus Photodesmus,1.40047595714048e-06,1076727
Saccharopolyspora,1.40047595714048e-06,1835
Rugosibacter,1.40047595714048e-06,1914449
Methylophilus,1.40047595714048e-06,16
Cohnella,1.40047595714048e-06,329857
Acidiphilium,1.40047595714048e-06,522
Chitinibacter,1.40047595714048e-06,230666
Pelagibaca,1.40047595714048e-06,360528
Oxalobacter,1.40047595714048e-06,846
Bacteroides,1.40047595714048e-06,816
Haliangium,1.40047595714048e-06,162027
Thiohalocapsa,1.40047595714048e-06,85079
Oceanibaculum,1.40047595714048e-06,659693
Marinospirillum,1.40047595714048e-06,64968
Rhodovibrio,1.40047595714048e-06,85274
Erysipelothrix,1.40047595714048e-06,1647
Desemzia,1.40047595714048e-06,82800
Parasutterella,1.40047595714048e-06,577310
Candidatus Fukatsuia,1.40047595714048e-06,1927833
Zymobacter,1.40047595714048e-06,33073
Hyalangium,1.40047595714048e-06,224455
Brevibacterium,1.2927470373604432e-06,1696
Saccharomonospora,1.2927470373604432e-06,1851
Frankia,1.2927470373604432e-06,1854
Rhodospira,1.2927470373604432e-06,69959
Saccharibacillus,1.2927470373604432e-06,456492
Coprobacillus,1.2927470373604432e-06,100883
Ruegeria,1.2927470373604432e-06,97050
Thioflavicoccus,1.2927470373604432e-06,156885
Candidatus Liberibacter,1.2927470373604432e-06,34019
Labrys,1.2927470373604432e-06,204476
Gynuella,1.2927470373604432e-06,1445504
Aquisalimonas,1.2927470373604432e-06,406099
Sagittula,1.2927470373604432e-06,58842
Virgibacillus,1.2927470373604432e-06,84406
Oenococcus,1.2927470373604432e-06,46254
Conchiformibius,1.2927470373604432e-06,334107
Halofilum,1.2927470373604432e-06,1929135
Blastomonas,1.2927470373604432e-06,150203
Parageobacillus,1.2927470373604432e-06,1906945
Microbulbifer,1.2927470373604432e-06,48073
Beggiatoa,1.2927470373604432e-06,1021
Bergeriella,1.2388825774704249e-06,334108
Algiphilus,1.1850181175804063e-06,1266053
Actinoplanes,1.1850181175804063e-06,1865
Goodfellowiella,1.1850181175804063e-06,334857
Williamsia,1.1850181175804063e-06,85043
Alkalimonas,1.1850181175804063e-06,265980
Nitrosovibrio,1.1850181175804063e-06,1232
Nitrincola,1.1850181175804063e-06,267849
Megasphaera,1.1850181175804063e-06,906
Chelonobacter,1.1850181175804063e-06,658623
Nonomuraea,1.1850181175804063e-06,83681
Ruminiclostridium,1.1850181175804063e-06,1508657
Glycomyces,1.1850181175804063e-06,58113
Deefgea,1.1850181175804063e-06,400947
Acuticoccus,1.1850181175804063e-06,1904377
Geobacter,1.1850181175804063e-06,28231
Thiocystis,1.1850181175804063e-06,13724
Reyranella,1.1850181175804063e-06,445219
Thioclava,1.1850181175804063e-06,285107
Wigglesworthia,1.1850181175804063e-06,51228
Roseovarius,1.1850181175804063e-06,74030
Succinimonas,1.1850181175804063e-06,83768
Pannonibacter,1.1850181175804063e-06,227873
Halioglobus,1.1850181175804063e-06,1217416
Dokdonella,1.1850181175804063e-06,323413
Candidatus Blochmannia,1.1850181175804063e-06,203804
Pleomorphobacterium,1.1850181175804063e-06,1434031
Citreimonas,1.1850181175804063e-06,608658
Porphyrobacter,1.1850181175804063e-06,1111
Rhodoplanes,1.1850181175804063e-06,29407
Candidatus Competibacter,1.0772891978003694e-06,221279
Olsenella,1.0772891978003694e-06,133925
Candidatus Arthromitus,1.0772891978003694e-06,49082
Arcobacter,1.0772891978003694e-06,28196
Insolitispirillum,1.0772891978003694e-06,660628
Gordonia,1.0772891978003694e-06,2053
Stigmatella,1.0772891978003694e-06,40
Eikenella,1.0772891978003694e-06,538
Methylomarinum,1.0772891978003694e-06,1221209
Alkalilimnicola,1.0772891978003694e-06,133193
Anaeromyxobacter,1.0772891978003694e-06,161492
Thiohalorhabdus,1.0772891978003694e-06,492233
Kushneria,1.0772891978003694e-06,504090
Archangium,1.0772891978003694e-06,47
Pararhizobium,9.695602780203325e-07,1612611
Methylovorus,9.695602780203325e-07,81682
Desulfitobacterium,9.695602780203325e-07,36853
Necropsobacter,9.695602780203325e-07,908284
Anoxybacillus,9.695602780203325e-07,150247
Elioraea,9.695602780203325e-07,457933
Syntrophobotulus,9.695602780203325e-07,51196
Marinilactibacillus,9.695602780203325e-07,191769
Dorea,9.695602780203325e-07,189330
