genus,RA,genus_lineage
BIFIDOBACTERIUM,0.3722997,1678
PREVOTELLA,0.1667074,838
ESCHERICHIA,0.159499,561
PARABACTEROIDES,0.1332947,375288
BACTEROIDES,0.0879288,816
CLOSTRIDIUM,0.0197046,1485
COLLINSELLA,0.0166113,102106
ROSEBURIA,0.015490199999999999,841
ANAEROSTIPES,0.0149556,207244
EUBACTERIUM,0.0118361,2569097
AKKERMANSIA,0.0009369,239934
FAECALIBACTERIUM,0.0003902,216851
BLAUTIA,0.0002274,572511
ALISTIPES,0.000118,239759
LACTOBACILLUS,0.0,1578
