genus,RA,genus_lineage
BIFIDOBACTERIUM,0.3888469,1678
ESCHERICHIA,0.1658879999999999,561
PREVOTELLA,0.1600051,838
PARABACTEROIDES,0.1347007999999999,375288
BACTEROIDES,0.0824809,816
COLLINSELLA,0.0195211,102106
ROSEBURIA,0.0142158999999999,841
CLOSTRIDIUM,0.0116334,1485
ANAEROSTIPES,0.0114646,207244
EUBACTERIUM,0.0093881,2569097
AKKERMANSIA,0.001057,239934
FAECALIBACTERIUM,0.0004064,216851
ALISTIPES,0.0002232999999999,239759
BLAUTIA,0.0001686,572511
LACTOBACILLUS,0.0,1578
