Genus,RA,TAX_ID
Sphingosinicella,0.0,335405
Komagataeibacter,0.0,1434011
Alkaliphilus,0.0,114627
Acetobacter,0.0,434
Kozakia,0.0,153497
Roseococcus,0.0,35812
Granulibacter,0.0,364409
Porphyrobacter,0.0,1111
Parasaccharibacter,0.0,1602345
Oecophyllibacter,0.0,2791118
Ferrovibrio,0.0,1231242
Thalassospira,0.0,168934
Rhodospirillum,0.0,1081
Azospirillum,0.0,191
Roseomonas,0.0,125216
Novosphingobium,0.0,165696
Erythrobacter,0.0,1041
Filomicrobium,0.0,119044
Labrenzia,0.0,478070
Pannonibacter,0.0,227873
Methylocystis,0.0,133
Methylosinus,0.0,425
Devosia,0.0,46913
Pelagibacterium,0.0,1082930
Bartonella,0.0,773
Cohaesibacter,0.0,655352
Labrys,0.0,204476
Pseudorhodoplanes,0.0,1734920
Hyphomicrobium,0.0,81
Altererythrobacter,0.0,361177
Martelella,0.0,293088
Bosea,0.0,85413
Lichenihabitans,0.0,2723776
Methylovirgula,0.0,1156568
Paracoccus,0.0,265
Parasphingorhabdus,0.0,2709685
Sphingomonas,0.0,13687
Sphingobium,0.0,165695
Sphingopyxis,0.0,165697
Parasphingopyxis,0.0,1234545
Niveispirillum,0.0,1543704
Dinoroseobacter,0.0,309512
Aestuarium,0.0,2820509
Caballeronia,0.0,1827195
Asticcacaulis,0.0,76890
Maricaulis,0.0,74317
Candidatus Pelagibacter,0.0,198251
Paremcibacter,0.0,2813804
Burkholderia,0.0,32008
Paraburkholderia,0.0,1822464
Cupriavidus,0.0,106589
Polynucleobacter,0.0,44013
Ralstonia,0.0,48736
Pandoraea,0.0,93217
Mycoavidus,0.0,1810868
Caulobacter,0.0,75
Lautropia,0.0,47670
Rhodoferax,0.0,28065
Variovorax,0.0,34072
Diaphorobacter,0.0,238749
Comamonas,0.0,283
Hydrogenophaga,0.0,47420
Ottowia,0.0,219181
Pulveribacter,0.0,2678886
Serpentinomonas,0.0,2490452
Acidovorax,0.0,12916
Phenylobacterium,0.0,20
Terricaulis,0.0,2768684
Sulfitobacter,0.0,60136
Phaeobacter,0.0,302485
Pelagovum,0.0,2795377
Pontivivens,0.0,1844015
Methylobacterium,0.0,407
Tabrizicola,0.0,1443919
Thalassobius,0.0,335927
Rhodovulum,0.0,34008
Parasedimentitalea,0.0,2738399
Paraoceanicella,0.0,2683599
Leisingera,0.0,191028
Marinovum,0.0,367771
Thalassococcus,0.0,436357
Candidatus Puniceispirillum,0.0,767891
Salipiger,0.0,263377
Roseovarius,0.0,74030
Roseobacter,0.0,2433
Rhodobacter,0.0,1060
Orientia,0.0,69474
Rickettsia,0.0,780
Ehrlichia,0.0,943
Wolbachia,0.0,953
Candidatus Fokinia,0.0,1802983
Micavibrio,0.0,213485
Stappia,0.0,152161
Nitrobacter,0.0,911
Microvirga,0.0,186650
Moritella,0.0,58050
Xanthomonas,0.0,338
Lysobacter,0.0,68
Stenotrophomonas,0.0,40323
Xylella,0.0,2370
Pseudoxanthomonas,0.0,83618
Luteimonas,0.0,83614
Pseudolysobacter,0.0,2709666
Dyella,0.0,231454
Haemophilus,0.0,724
Actinobacillus,0.0,713
Pasteurella,0.0,745
Mannheimia,0.0,75984
Basfia,0.0,697331
Vespertiliibacter,0.0,1520333
Marinobacter,0.0,2742
Alteromonas,0.0,226
Salinimonas,0.0,288793
Paraglaciecola,0.0,1621534
Catenovulum,0.0,1172191
Hydrocarboniclastica,0.0,2650549
Pseudoalteromonas,0.0,53246
Shewanella,0.0,22
Thalassotalea,0.0,1518149
Moraxella,0.0,475
Acinetobacter,0.0,469
Azotobacter,0.0,352
Arsenophonus,0.0,637
Serratia,0.0,613
Rouxiella,0.0,1565532
Rahnella,0.0,34037
Ewingella,0.0,41201
Nissabacter,0.0,1964366
Brenneria,0.0,71655
Pectobacterium,0.0,122277
Dickeya,0.0,204037
Morganella,0.0,581
Proteus,0.0,583
Providencia,0.0,586
Entomomonas,0.0,2758906
Photorhabdus,0.0,29487
Xenorhabdus,0.0,626
Edwardsiella,0.0,635
Hafnia,0.0,568
Pragia,0.0,82984
Jinshanibacter,0.0,2810357
Sodalis,0.0,84565
Photobacterium,0.0,657
Salinivibrio,0.0,51366
Grimontia,0.0,246861
Colwellia,0.0,28228
Ferrimonas,0.0,44011
Brucella,0.0,234
Idiomarina,0.0,135575
Sulfurivermis,0.0,2034504
Aquicella,0.0,254245
Coxiella,0.0,776
Legionella,0.0,445
Halioglobus,0.0,1217416
Microbulbifer,0.0,48073
Teredinibacter,0.0,2425
Methylomonas,0.0,416
Candidatus Ruthia,0.0,1541743
Sedimenticola,0.0,349742
Candidatus Thioglobus,0.0,655184
Candidatus Pseudothioglobus,0.0,2841677
Orbus,0.0,743714
Rhizobium,0.0,379
Agrobacterium,0.0,357
Neorhizobium,0.0,1525371
Sinorhizobium,0.0,28105
Ensifer,0.0,106591
Bradyrhizobium,0.0,374
Ramlibacter,0.0,174951
Rhodopseudomonas,0.0,1073
Afipia,0.0,1033
Mesorhizobium,0.0,68287
Thiocystis,0.0,13724
Allochromatium,0.0,85072
Granulosicoccus,0.0,437504
Neptunomonas,0.0,75687
Aeromonas,0.0,642
Dongshaea,0.0,2802288
Tolumonas,0.0,43947
Succinivibrio,0.0,83770
Halomonas,0.0,2745
Kushneria,0.0,504090
Zymobacter,0.0,33073
Candidatus Portiera,0.0,235572
Marinomonas,0.0,28253
Thalassolituus,0.0,187492
Marinobacterium,0.0,48075
Spiribacter,0.0,1335745
Ketobacter,0.0,2025617
Spartinivicinus,0.0,2768738
Reinekea,0.0,230494
Hydrogenovibrio,0.0,28884
Thiomicrorhabdus,0.0,2039723
Thiosulfatimonas,0.0,2781121
Beggiatoa,0.0,1021
Francisella,0.0,262
Thioalkalivibrio,0.0,106633
Acidihalobacter,0.0,1765964
Delftia,0.0,80865
Basilea,0.0,1472344
Bordetella,0.0,517
Pseudothermotoga,0.0,1643951
Petrotoga,0.0,28236
Jonquetella,0.0,428711
Thermovirga,0.0,336260
Fretibacterium,0.0,1434006
Dictyoglomus,0.0,13
Candidatus Chazhemtobacterium,0.0,2715734
Desulfurispirillum,0.0,393029
Flexistipes,0.0,2351
Thermosulfuriphilus,0.0,2033601
Theileria,0.0,5873
Plasmodium,0.0,5820
Toxoplasma,0.0,5810
Neospora,0.0,29175
Besnoitia,0.0,94642
Cryptosporidium,0.0,5806
Thalassiosira,0.0,35127
Phaeodactylum,0.0,2849
Homo,0.0,9605
Fusarium,0.0,5506
Drechmeria,0.0,98402
Pyricularia,0.0,48558
Neurospora,0.0,5140
Botrytis,0.0,33196
Fervidobacterium,0.0,2422
Thermotoga,0.0,2335
Achromobacter,0.0,222
Kosmotoga,0.0,651456
Borreliella,0.0,64895
Brachyspira,0.0,29521
Leptospira,0.0,171
Leptotrichia,0.0,32067
Sebaldella,0.0,32068
Pseudoleptotrichia,0.0,2755140
Streptobacillus,0.0,34104
Fusobacterium,0.0,848
Ilyobacter,0.0,167639
Thermodesulfovibrio,0.0,28261
Dissulfurispira,0.0,2811506
Leptospirillum,0.0,179
Nitrospira,0.0,1234
Desulfurobacterium,0.0,64159
Thermosulfidibacter,0.0,412592
Thermocrinis,0.0,75905
Granulicella,0.0,940557
Acidobacterium,0.0,33973
Candidatus Koribacter,0.0,658061
Terriglobus,0.0,392733
Paludibaculum,0.0,1649475
Luteitalea,0.0,2004797
Mesotoga,0.0,1184396
Aspergillus,0.0,5052
Talaromyces,0.0,5094
Kluyveromyces,0.0,4910
Kazachstania,0.0,71245
Haloterrigena,0.0,121871
Natrinema,0.0,88723
Halolamina,0.0,1075397
Haloferax,0.0,2251
Natronomonas,0.0,63743
Haloarcula,0.0,2237
Methanosphaera,0.0,2316
Methanobrevibacter,0.0,2172
Methanococcus,0.0,2184
Thermococcus,0.0,2263
Archaeoglobus,0.0,2233
Acidianus,0.0,12914
Saccharolobus,0.0,2100760
Thermogladius,0.0,477695
Caldisphaera,0.0,200414
Candidatus Nitrosopelagicus,0.0,1593364
Candidatus Nitrosocosmicus,0.0,1826864
Candidatus Prometheoarchaeum,0.0,2732160
Picrophilus,0.0,46631
Alcyoneusvirus,0.0,2560086
Mosigvirus,0.0,1913652
Siminovitchvirus,0.0,1918721
Crinivirus,0.0,67753
Halopiger,0.0,387342
Methanospirillum,0.0,2202
Methanocorpusculum,0.0,2192
Schizosaccharomyces,0.0,4895
Torulaspora,0.0,4948
Naumovozyma,0.0,278028
Zygotorulaspora,0.0,1196389
Saccharomyces,0.0,4930
Yarrowia,0.0,4951
Scheffersomyces,0.0,766733
Candida,0.0,1535326
Brettanomyces,0.0,13366
Ogataea,0.0,461281
Sugiyamaella,0.0,410829
Ustilago,0.0,5269
Methanoculleus,0.0,45989
Dictyostelium,0.0,5782
Giardia,0.0,5740
Leishmania,0.0,5658
Methanosarcina,0.0,2207
Methanohalophilus,0.0,2175
Methanosalsum,0.0,196136
Methanolobus,0.0,2220
Methanococcoides,0.0,2225
Methanothrix,0.0,2222
Methanoplanus,0.0,2314
Salinispira,0.0,1616789
Oceanispirochaeta,0.0,2035349
Sediminispirochaeta,0.0,1911556
Syntrophotalea,0.0,2812025
Aromatoleum,0.0,551759
Fluviibacter,0.0,2808942
Crenobacter,0.0,1654931
Neisseria,0.0,482
Eikenella,0.0,538
Kingella,0.0,32257
Iodobacter,0.0,32014
Pseudogulbenkiania,0.0,568394
Aquaspirillum,0.0,187
Casimicrobium,0.0,2706000
Desulfovibrio,0.0,872
Pseudodesulfovibrio,0.0,2035811
Maridesulfovibrio,0.0,2794998
Desulfonema,0.0,45654
Desulfobacter,0.0,2289
Desulfobacula,0.0,28222
Desulfobacterium,0.0,2295
Desulfosarcina,0.0,2299
Desulfopila,0.0,429014
Desulfobulbus,0.0,893
Desulfotalea,0.0,109168
Desulfurivibrio,0.0,427922
Geobacter,0.0,28231
Dechloromonas,0.0,73029
Azoarcus,0.0,12960
Sulfuritortus,0.0,1938335
Oxalobacter,0.0,846
Algicoccus,0.0,2782172
Pusillimonas,0.0,305976
Advenella,0.0,290425
Buchnera,0.0,32199
Alcaligenes,0.0,507
Collimonas,0.0,202907
Massilia,0.0,149698
Undibacterium,0.0,401469
Janthinobacterium,0.0,29580
Herbaspirillum,0.0,963
Sutterella,0.0,40544
Sulfuricella,0.0,935200
Turicimonas,0.0,1918598
Methylibium,0.0,316612
Nitrosospira,0.0,35798
Nitrosomonas,0.0,914
Gallionella,0.0,96
Sideroxydans,0.0,314343
Ferriphaselus,0.0,1443590
Methyloversatilis,0.0,378210
Methylophilus,0.0,16
Methylobacillus,0.0,404
Geoalkalibacter,0.0,392332
Desulfuromonas,0.0,890
Sphaerochaeta,0.0,399320
Sorangium,0.0,39643
Gimesia,0.0,1649453
Maioricimonas,0.0,2795777
Symmachiella,0.0,2795780
Rubinisphaera,0.0,1649490
Telmatocola,0.0,1382832
Gemmata,0.0,113
Urbifossiella,0.0,2807415
Frigoriglobus,0.0,2774146
Pirellula,0.0,123
Roseimaritima,0.0,1579506
Lignipirellula,0.0,2795775
Bythopirellula,0.0,1400386
Thermogutta,0.0,1676125
Isosphaera,0.0,127
Sedimentisphaera,0.0,2483368
Limihaloglobus,0.0,2690160
Poriferisphaera,0.0,2803301
Humisphaera,0.0,2807511
Candidatus Kuenenia,0.0,380738
Candidatus Vampirococcus,0.0,2789201
Chlamydia,0.0,810
Parachlamydia,0.0,83551
Treponema,0.0,157
Verrucomicrobium,0.0,2735
Acidithiobacillus,0.0,119977
Mariprofundus,0.0,377315
Halarcobacter,0.0,2321115
Chondromyces,0.0,50
Sandaracinus,0.0,1055688
Myxococcus,0.0,32
Archangium,0.0,47
Persicimonas,0.0,2766927
Syntrophus,0.0,43773
Desulfomonile,0.0,2357
Syntrophobacter,0.0,29526
Campylobacter,0.0,194
Aliarcobacter,0.0,2321111
Arcobacter,0.0,28196
Halobacteriovorax,0.0,1652133
Malaciobacter,0.0,2321114
Sulfurospirillum,0.0,57665
Helicobacter,0.0,209
Sulfurimonas,0.0,202746
Sulfurovum,0.0,265570
Cetia,0.0,1775691
Nautilia,0.0,191291
Nitrosophilus,0.0,2795692
Nitratiruptor,0.0,269258
Bdellovibrio,0.0,958
Yersinia,0.0,629
Candidatus Doolittlea,0.0,1906657
Mixta,0.0,2100764
Erwinia,0.0,551
Solibacillus,0.0,648800
Paenisporosarcina,0.0,651660
Listeria,0.0,1637
Brochothrix,0.0,2755
Gemella,0.0,1378
Exiguobacterium,0.0,33986
Kroppenstedtia,0.0,1274351
Staphylospora,0.0,2689589
Polycladomyces,0.0,1348505
Thermoactinomyces,0.0,2023
Alicyclobacillus,0.0,29330
Tumebacillus,0.0,432330
Effusibacillus,0.0,1502725
Amedibacterium,0.0,2749267
Longicatena,0.0,1918536
Faecalibacillus,0.0,2678885
Erysipelothrix,0.0,1647
Intestinibaculum,0.0,2679910
Longibaculum,0.0,1918538
Bulleidia,0.0,118747
Faecalibaculum,0.0,1729679
Turicibacter,0.0,191303
Selenomonas,0.0,970
Viridibacillus,0.0,496496
Rummeliibacillus,0.0,648802
Kurthia,0.0,1649
Amphibacillus,0.0,29331
Sediminibacillus,0.0,482460
Alkalihalobacillus,0.0,2675234
Salicibibacter,0.0,2685905
Salimicrobium,0.0,351195
Lederbergia,0.0,2804231
Halobacillus,0.0,45667
Metabacillus,0.0,2675233
Oceanobacillus,0.0,182709
Anoxybacillus,0.0,150247
Geobacillus,0.0,129337
Psychrobacillus,0.0,1221880
Planomicrobium,0.0,162291
Aeribacillus,0.0,1055323
Evansella,0.0,2837485
Pradoshia,0.0,2651279
Jeotgalicoccus,0.0,227979
Mammaliicoccus,0.0,2803850
Macrococcus,0.0,69965
Planococcus,0.0,1372
Sporosarcina,0.0,1569
Ureibacillus,0.0,160795
Jeotgalibacillus,0.0,157226
Megamonas,0.0,158846
Pectinatus,0.0,864
Pelosinus,0.0,365348
Brevibacterium,0.0,1696
Leucobacter,0.0,55968
Mycetocola,0.0,76634
Arthrobacter,0.0,1663
Rothia,0.0,32207
Pseudarthrobacter,0.0,1742993
Citricoccus,0.0,169133
Kocuria,0.0,57493
Glutamicibacter,0.0,1742989
Psychromicrobium,0.0,2078575
Paenarthrobacter,0.0,1742992
Paraoerskovia,0.0,665568
Aquiluna,0.0,529881
Cellulomonas,0.0,1707
Devriesea,0.0,472568
Dermatophilus,0.0,1862
Serinicoccus,0.0,265976
Ruania,0.0,626119
Mycolicibacterium,0.0,1866885
Mycobacterium,0.0,1763
Corynebacterium,0.0,1716
Nocardia,0.0,1817
Rhodococcus,0.0,1827
Leifsonia,0.0,110932
Rhodoluna,0.0,529883
Methylomusa,0.0,2093783
Murdochiella,0.0,1161127
Sporomusa,0.0,2375
Megasphaera,0.0,906
Veillonella,0.0,29465
Dialister,0.0,39948
Phascolarctobacterium,0.0,33024
Acidaminococcus,0.0,904
Peptoniphilus,0.0,162289
Anaerococcus,0.0,165779
Helcococcus,0.0,31983
Finegoldia,0.0,150022
Tissierella,0.0,41273
Plantibacter,0.0,190323
Gudongella,0.0,2692382
Schnuerera,0.0,2794837
Keratinibaculum,0.0,1354809
Gottschalkia,0.0,1505664
Ndongobacter,0.0,1930845
Mageeibacillus,0.0,1637257
Parascardovia,0.0,196082
Curtobacterium,0.0,2034
Microbacterium,0.0,33882
Salinibacterium,0.0,235888
Rossellomorea,0.0,2837508
Terribacillus,0.0,459532
Mesobacillus,0.0,2675231
Caldicellulosiruptor,0.0,44000
Thermoanaerosceptrum,0.0,2651578
Desulfofarcimen,0.0,2282742
Thermincola,0.0,278993
Syntrophobotulus,0.0,51196
Christensenella,0.0,990721
Petrocella,0.0,2603323
Vallitalea,0.0,1348611
Syntrophothermus,0.0,129001
Syntrophomonas,0.0,862
Alkalicella,0.0,2838170
Thermoanaerobacterium,0.0,28895
Desulfallas,0.0,2282740
Mahella,0.0,252965
Moorella,0.0,44260
Thermoanaerobacter,0.0,1754
Carboxydothermus,0.0,129957
Thermanaeromonas,0.0,202949
Caldanaerobacter,0.0,249529
Halocella,0.0,46466
Halanaerobium,0.0,2330
Halothermothrix,0.0,32636
Halobacteroides,0.0,42417
Desulfosporosinus,0.0,79206
Dehalobacterium,0.0,51514
Natranaerobius,0.0,375928
Filifactor,0.0,44259
Hathewaya,0.0,1769729
Geosporobacter,0.0,390805
Caloramator,0.0,44258
Crassaminicella,0.0,1848399
Caloranaerobacter,0.0,171003
Serpentinicella,0.0,1890059
Peptacetobacter,0.0,2743582
Romboutsia,0.0,1501226
Peptoclostridium,0.0,1481960
Paraclostridium,0.0,1849822
Paeniclostridium,0.0,1849828
Desulfitobacterium,0.0,36853
Fastidiosipila,0.0,236752
Aminipila,0.0,2060094
Mogibacterium,0.0,86331
Intestinimonas,0.0,1392389
Pseudoclostridium,0.0,2304693
Acetobacterium,0.0,33951
Alkalibacter,0.0,274470
Candidatus Formimonas,0.0,2840454
Desulfotomaculum,0.0,1562
Dehalobacter,0.0,56112
Anoxybacter,0.0,1769008
Tepidanaerobacter,0.0,499228
Anaerobacillus,0.0,704093
Aneurinibacillus,0.0,55079
Tetragenococcus,0.0,51668
Jeotgalibaca,0.0,1470540
Dolosigranulum,0.0,29393
Carnobacterium,0.0,2747
Marinilactibacillus,0.0,191769
Aerococcus,0.0,1375
Abiotrophia,0.0,46123
Ruminiclostridium,0.0,1508657
Brevibacillus,0.0,55080
Cohnella,0.0,329857
Thermobacillus,0.0,76632
Vagococcus,0.0,2737
Acetivibrio,0.0,35829
Virgibacillus,0.0,84406
Priestia,0.0,2800373
Lysinibacillus,0.0,400634
Cytobacillus,0.0,2675230
Weizmannia,0.0,2817139
Peribacillus,0.0,2675229
Neobacillus,0.0,2675232
Pontibacillus,0.0,289201
Fictibacillus,0.0,1329200
Melissococcus,0.0,33969
Lactococcus,0.0,1357
Biomaibacter,0.0,2770094
Pediococcus,0.0,1253
Thermosediminibacter,0.0,291988
Koleobacter,0.0,2786989
Ethanoligenens,0.0,253238
Solibaculum,0.0,2842531
Caproicibacterium,0.0,2834348
Latilactobacillus,0.0,2767885
Liquorilactobacillus,0.0,2767888
Weissella,0.0,46255
Leuconostoc,0.0,1243
Companilactobacillus,0.0,2767879
Levilactobacillus,0.0,2767886
Thermoclostridium,0.0,2304691
Lentilactobacillus,0.0,2767893
Paucilactobacillus,0.0,2767890
Oenococcus,0.0,46254
Loigolactobacillus,0.0,2767889
Amylolactobacillus,0.0,2767876
Schleiferilactobacillus,0.0,2767891
Lapidilactobacillus,0.0,2767884
Secundilactobacillus,0.0,2767892
Apilactobacillus,0.0,2767877
Furfurilactobacillus,0.0,2767882
Gordonia,0.0,2053
Segniliparus,0.0,286801
Kitasatospora,0.0,2063
Adhaeribacter,0.0,299566
Ornithobacterium,0.0,28250
Riemerella,0.0,34084
Cloacibacterium,0.0,501783
Apibacter,0.0,1778601
Empedobacter,0.0,59734
Blattabacterium,0.0,34098
Fluviicola,0.0,332102
Croceimicrobium,0.0,2828338
Hymenobacter,0.0,89966
Pontibacter,0.0,323449
Spirosoma,0.0,107
Planobacterium,0.0,2782228
Runella,0.0,105
Cytophaga,0.0,978
Fibrella,0.0,861914
Arcticibacterium,0.0,2173039
Dyadobacter,0.0,120831
Rhodocytophaga,0.0,455076
Echinicola,0.0,390846
Cyclobacterium,0.0,68288
Algoriphagus,0.0,246875
Flammeovirga,0.0,59739
Elizabethkingia,0.0,308865
Kaistella,0.0,2782231
Chryseolinea,0.0,1433993
Olleya,0.0,336276
Arenibacter,0.0,178469
Maribacter,0.0,252356
Leeuwenhoekiella,0.0,283735
Amniculibacterium,0.0,2715289
Myroides,0.0,76831
Nonlabens,0.0,363408
Gramella,0.0,292691
Salegentibacter,0.0,143222
Dokdonia,0.0,326319
Changchengzhania,0.0,2049301
Formosa,0.0,225842
Chryseobacterium,0.0,59732
Psychroflexus,0.0,83612
Tenacibaculum,0.0,104267
Winogradskyella,0.0,286104
Cellulophaga,0.0,104264
Robiginitalea,0.0,252306
Croceibacter,0.0,216431
Urechidicola,0.0,2700084
Aquimarina,0.0,290174
Oceanihabitans,0.0,2045416
Gilvibacter,0.0,379070
Fulvivirga,0.0,396811
Marivirga,0.0,869806
Capnocytophaga,0.0,1016
Yokenella,0.0,158876
Raoultella,0.0,160674
Pluralibacter,0.0,1330546
Kluyvera,0.0,579
Lelliottia,0.0,1330545
Buttiauxella,0.0,82976
Scandinavium,0.0,2726810
Pseudescherichia,0.0,2055880
Phytobacter,0.0,447792
Atlantibacter,0.0,1903434
Jejubacter,0.0,2815296
Shimwellia,0.0,1335483
Pseudobutyrivibrio,0.0,46205
Candidatus Hamiltonella,0.0,568987
Candidatus Blochmannia,0.0,203804
Sarcina,0.0,1266
Candidatus Hoaglandella,0.0,1906659
Candidatus Annandia,0.0,1302410
Candidatus Riesia,0.0,401618
Metakosakonia,0.0,2055876
Candidatus Profftia,0.0,1177214
Candidatus Moranella,0.0,1048757
Pantoea,0.0,53335
Cedecea,0.0,158483
Herbinix,0.0,1663717
Pedobacter,0.0,84567
Lacibacter,0.0,649461
Sphingobacterium,0.0,28453
Mucilaginibacter,0.0,423349
Olivibacter,0.0,376469
Anseongella,0.0,1773450
Chitinophaga,0.0,79328
Panacibacter,0.0,1874621
Niabella,0.0,379899
Arachidicoccus,0.0,1769012
Filimonas,0.0,649460
Flavisolibacter,0.0,398041
Pseudobacter,0.0,1860196
Lachnoanaerobaculum,0.0,1164882
Phnomibacter,0.0,2836216
Rhodothermus,0.0,29548
Chlorobium,0.0,1091
Prosthecochloris,0.0,1101
Melioribacter,0.0,1134403
Candidatus Cyclonatronum,0.0,2489367
Fibrobacter,0.0,832
Gemmatimonas,0.0,173479
Anaerotignum,0.0,2039240
Cellulosilyticum,0.0,698776
Polaribacter,0.0,52959
Flavobacterium,0.0,237
Cutibacterium,0.0,1912216
Coriobacterium,0.0,33870
Actinomadura,0.0,1988
Thermobifida,0.0,83677
Nonomuraea,0.0,83681
Natronoglycomyces,0.0,2838311
Stackebrandtia,0.0,283810
Candidatus Planktophila,0.0,622681
Frankia,0.0,1854
Actinopolyspora,0.0,1849
Modestobacter,0.0,88138
Monoglobus,0.0,2039302
Caproiciproducens,0.0,1738645
Kibdelosporangium,0.0,2029
Parolsenella,0.0,2082587
Lancefieldella,0.0,2767353
Ruthenibacterium,0.0,1905344
Adlercreutzia,0.0,447020
Arabia,0.0,2005386
Slackia,0.0,84108
Phoenicibacter,0.0,1981050
Rubrobacter,0.0,42255
Euzebya,0.0,908623
Conexibacter,0.0,191494
Kutzneria,0.0,43356
Saccharothrix,0.0,2071
Pseudanabaena,0.0,1152
Flaviflexus,0.0,1522056
Tessaracoccus,0.0,72763
Propionibacterium,0.0,1743
Microlunatus,0.0,29404
Acidipropionibacterium,0.0,1912215
Nocardioides,0.0,1839
Aeromicrobium,0.0,2040
Mumia,0.0,1546255
Actinomyces,0.0,1654
Trueperella,0.0,1069494
Schaalia,0.0,2529408
Salinispora,0.0,168694
Saccharopolyspora,0.0,1835
Actinocatenispora,0.0,390988
Micromonospora,0.0,1873
Actinoplanes,0.0,1865
Verrucosispora,0.0,84593
Phytohabitans,0.0,907364
Plantactinospora,0.0,673534
Pseudonocardia,0.0,1847
Amycolatopsis,0.0,1813
Alloactinosynnema,0.0,674734
Saccharomonospora,0.0,1851
Synechococcus,0.0,1129
Synechocystis,0.0,1142
Labilibaculum,0.0,2060722
Odoribacter,0.0,283168
Candidatus Phytoplasma,0.0,33926
Acholeplasma,0.0,2147
Deinococcus,0.0,1298
Thermus,0.0,270
Chthonomonas,0.0,1077265
Acutalibacter,0.0,1918385
Dysosmobacter,0.0,2591381
Paraprevotella,0.0,577309
Alloprevotella,0.0,1283313
Tannerella,0.0,195950
Sodaliphilus,0.0,2815786
Mycoplasma,0.0,2093
Muribaculum,0.0,1918540
Duncaniella,0.0,2518495
Coprobacter,0.0,1348911
Barnesiella,0.0,397864
Porphyromonas,0.0,836
Paludibacter,0.0,346096
Salinivirga,0.0,1970191
Proteiniphilum,0.0,294702
Tenuifilum,0.0,2760873
Draconibacterium,0.0,1471399
Mycoplasmopsis,0.0,2767358
Mesoplasma,0.0,46239
Halomicronema,0.0,170610
Geminocystis,0.0,669357
Nostoc,0.0,1177
Anabaena,0.0,1163
Tolypothrix,0.0,111782
Calothrix,0.0,1186
Raphidiopsis,0.0,244599
Brasilonema,0.0,383614
Gloeothece,0.0,28070
Crocosphaera,0.0,263510
Rippkaea,0.0,2546365
Chondrocystis,0.0,268175
Gloeocapsa,0.0,102231
Spiroplasma,0.0,2132
Cyanothece,0.0,43988
Stanieria,0.0,102115
Gloeobacter,0.0,33071
Dehalococcoides,0.0,61434
Anaerolinea,0.0,233189
Brevefilum,0.0,2019482
Ktedonosporobacter,0.0,2692417
Caldilinea,0.0,233191
Chloroflexus,0.0,1107
Candidatus Promineofilum,0.0,1988031
Betaretrovirus,0.0,140052
