genus,RA,genus_lineage
ENTEROCOCCUS,0.361074,1350
VIBRIO,0.3244526,662
LISTERIA,0.2202346,1637
ESCHERICHIA,0.0348619,561
STAPHYLOCOCCUS,0.0258880999999999,1279
NEISSERIA,0.0255085,482
LEGIONELLA,0.0062621,445
AEROMONAS,0.0017182,642
STREPTOCOCCUS,0.0,1301
ACHROMOBACTER,0.0,222
ACINETOBACTER,0.0,469
KLEBSIELLA,0.0,570
SALMONELLA,0.0,590
