Species,RA,TAX_ID
Azohydromonas,3.6564832170925814e-05,312063
Ewingella,3.5809806137897845e-05,41201
Xylophilus,3.5432293121383864e-05,54066
Candidatus Endobugula,3.510871053580045e-05,62100
Hafnia,3.510871053580045e-05,568
Pediococcus,3.48390583811476e-05,1253
Caballeronia,3.4677267088355894e-05,1827195
Rubrivivax,3.429975407184191e-05,28067
Izhakiella,3.424582364091134e-05,1780190
Chitinimonas,3.39761714862585e-05,240411
Dechloromonas,3.365258890067509e-05,73029
Kiloniella,3.349079760788338e-05,454159
Clostridioides,3.349079760788338e-05,1870884
Leptothrix,3.343686717695281e-05,88
Pseudoalteromonas,3.338293674602224e-05,53246
Falsirhodobacter,3.31132845913694e-05,1434002
Paenibacillus,3.165716295624403e-05,44249
Grimontia,3.1333580370660614e-05,246861
Staphylococcus,3.106392821600777e-05,1279
Chlamydia,3.063248476856322e-05,810
Arenimonas,3.0254971752049236e-05,490567
Pandoraea,3.0147110890188096e-05,93217
Roseateles,2.998531959739639e-05,93681
Mesorhizobium,2.987745873553525e-05,68287
Prevotella,2.9769597873674114e-05,838
Methylobacterium,2.9715667442743546e-05,407
Verminephrobacter,2.939208485716013e-05,364316
Roseivivax,2.9176363133437853e-05,93682
Chitiniphilus,2.8798850116923872e-05,585890
Sphaerotilus,2.8690989255062732e-05,34102
Peptostreptococcus,2.8097754514826474e-05,1257
Actinomyces,2.6965215465284524e-05,1654
Caldimonas,2.6749493741562247e-05,196013
Steroidobacter,2.6641632879701107e-05,469322
Treponema,2.6210189432256558e-05,157
Nitrospirillum,2.6156259001325986e-05,1543705
Candidatus Magnetomorum,2.5832676415742573e-05,1141978
Novosphingobium,2.550909383015916e-05,165696
Skermanella,2.550909383015916e-05,204447
Capnocytophaga,2.545516339922859e-05,1016
Derxia,2.545516339922859e-05,203697
Flavobacterium,2.5185511244575744e-05,237
Oligella,2.389118090224209e-05,90243
Taylorella,2.3567598316658672e-05,29574
Thiobacillus,2.3297946162005827e-05,919
Dyella,2.324401573107526e-05,231454
Granulicatella,2.308222443828355e-05,117563
Proteus,2.2866502714561274e-05,583
Lonsdalea,2.2758641852700138e-05,1082702
Collimonas,2.2165407112463877e-05,202907
Rouxiella,2.19496853887416e-05,1565532
Citreicella,2.1626102803158187e-05,282682
Brevundimonas,2.157217237222762e-05,41275
Azospirillum,2.151824194129705e-05,191
Alteromonas,2.1302520217574774e-05,226
Trichococcus,2.1194659355713634e-05,82802
Photorhabdus,2.1194659355713634e-05,29487
Arsenophonus,2.0978937631991358e-05,637
Haliea,2.092500720106079e-05,475794
Tropicibacter,2.087107677013022e-05,599653
Moraxella,2.0655355046407945e-05,475
Duganella,2.043963332268567e-05,75654
Borrelia,2.027784202989396e-05,138
Atopobacter,2.0169981168032824e-05,136491
Xylella,2.0169981168032824e-05,2370
Cystobacter,1.979246815151884e-05,42
Aerococcus,1.973853772058827e-05,1375
Pseudovibrio,1.9037442118490873e-05,258255
Melissococcus,1.8929581256629737e-05,33969
Sulfuritalea,1.8929581256629737e-05,1054211
Paracoccus,1.8821720394768597e-05,265
Hymenobacter,1.8498137809185184e-05,89966
Bosea,1.8444207378254615e-05,85413
Mycobacterium,1.8390276947324044e-05,1763
Pelomonas,1.8390276947324044e-05,335058
Marinobacter,1.8336346516393475e-05,2742
Pseudoflavonifractor,1.7850972638018354e-05,1017280
Pseudoduganella,1.7743111776157218e-05,1522432
Azospira,1.7689181345226646e-05,146937
Thalassobacter,1.7635250914296078e-05,266808
Ferrimonas,1.758132048336551e-05,44011
Pseudogulbenkiania,1.747345962150437e-05,568394
Roseimaritima,1.74195291905738e-05,1579506
Basilea,1.74195291905738e-05,1472344
Paucibacter,1.7203807466851525e-05,318147
Cutibacterium,1.7203807466851525e-05,1912216
Lautropia,1.6772364019406972e-05,47670
Rhodanobacter,1.6340920571962422e-05,75309
Kingella,1.628699014103185e-05,32257
Lacinutrix,1.574768583172616e-05,291183
Jeongeupia,1.5693755400795593e-05,885864
Microbacterium,1.526231195335104e-05,33882
Idiomarina,1.5208381522420472e-05,135575
Microvirgula,1.5046590229628764e-05,57479
Exiguobacterium,1.5046590229628764e-05,33986
Chitinilyticum,1.4992659798698195e-05,551208
Hylemonella,1.4884798936837057e-05,232523
Crenobacter,1.4830868505906487e-05,1654931
Enterovibrio,1.466907721311478e-05,188143
Brevibacillus,1.412977290380909e-05,55080
Jeotgalibaca,1.3860120749156245e-05,1470540
Anthococcus,1.3860120749156245e-05,1930830
Caenimonas,1.3806190318225677e-05,763439
Tolumonas,1.3806190318225677e-05,43947
Noviherbaspirillum,1.3698329456364538e-05,1344552
Paenalcaligenes,1.3159025147058847e-05,1100891
Candidatus Endoriftia,1.3159025147058847e-05,393764
Moellerella,1.3105094716128279e-05,158848
Pyramidobacter,1.3105094716128279e-05,638847
Kurthia,1.299723385426714e-05,1649
Chondromyces,1.2619720837753156e-05,50
Rhodoferax,1.2619720837753156e-05,28065
Vogesella,1.2565790406822588e-05,57739
Mannheimia,1.2403999114030881e-05,75984
Helicobacter,1.2403999114030881e-05,209
Eubacterium,1.2403999114030881e-05,1730
Mitsuokella,1.2350068683100311e-05,52225
Kitasatospora,1.2296138252169743e-05,2063
Thermomonas,1.2242207821239173e-05,141948
Nocardia,1.2188277390308605e-05,1817
Frateuria,1.2134346959378035e-05,70411
Azotobacter,1.191862523565576e-05,352
Tepidimonas,1.191862523565576e-05,114248
Marinomonas,1.1756833942864052e-05,28253
Methylophaga,1.1702903511933484e-05,40222
Rhizobium,1.1648973081002914e-05,379
Avibacterium,1.1541112219141775e-05,292486
Solimonas,1.1379320926350069e-05,413435
Amphibacillus,1.1379320926350069e-05,29331
Halothiobacillus,1.1325390495419499e-05,109262
Pelistega,1.127146006448893e-05,106146
Aggregatibacter,1.1001807909836086e-05,416916
Thiothrix,1.0947877478905516e-05,1030
Weissella,1.0893947047974948e-05,46255
Sutterella,1.078608618611381e-05,40544
Anaerococcus,1.078608618611381e-05,165779
Asticcacaulis,1.0516434031460965e-05,76890
Psychromonas,1.0354642738669257e-05,67572
Caulobacter,1.0246781876808118e-05,75
Blautia,1.0031060153085842e-05,572511
Laribacter,9.923199291224705e-06,168470
Chrysiogenes,9.653547136571859e-06,118004
Azonexus,9.54568627471072e-06,146936
Luteibacter,9.491755843780152e-06,242605
Magnetospirillum,9.437825412849582e-06,13134
Actinobacillus,9.383894981919014e-06,713
Oceanicaulis,9.329964550988444e-06,153232
Azovibrio,8.952451534474461e-06,146935
Rummeliibacillus,8.844590672613323e-06,648802
Catenovulum,8.790660241682755e-06,1172191
Mizugakiibacter,8.790660241682755e-06,1544982
Hungatella,8.682799379821617e-06,1649459
Halotalea,8.46707765609934e-06,376488
Leminorella,8.413147225168772e-06,82980
Coprococcus,8.305286363307634e-06,33042
Desulfovibrio,8.197425501446495e-06,872
Myroides,8.197425501446495e-06,76831
Aromatoleum,8.197425501446495e-06,551759
Alloscardovia,8.089564639585357e-06,419014
Rosenbergiella,8.089564639585357e-06,1356488
Chryseobacterium,7.981703777724219e-06,59732
Limnohabitans,7.981703777724219e-06,665874
Fluoribacter,7.765982054001942e-06,461
Pasteurella,7.765982054001942e-06,745
Leuconostoc,7.712051623071374e-06,1243
Nevskia,7.442399468418529e-06,64001
Inquilinus,7.33453860655739e-06,171673
Paraglaciecola,7.172747313765683e-06,1621534
Methylobacillus,7.118816882835114e-06,404
Lysinibacillus,7.010956020973976e-06,400634
Devosia,7.010956020973976e-06,46913
Methylovulum,6.687373435390562e-06,762296
Budvicia,6.687373435390562e-06,82978
Butyrivibrio,6.687373435390562e-06,830
Glaciecola,6.687373435390562e-06,89404
Methylococcus,6.633443004459993e-06,413
Deinococcus,6.5255821425988545e-06,1298
Planococcus,6.471651711668285e-06,1372
Polycyclovorans,6.1480691260848715e-06,1274363
Nitrosospira,6.1480691260848715e-06,35798
Phaseolibacter,6.1480691260848715e-06,1297562
Selenomonas,6.094138695154302e-06,970
Formivibrio,6.040208264223733e-06,83764
Aphanizomenon,5.932347402362595e-06,1175
Moritella,5.932347402362595e-06,58050
Ferriphaselus,5.932347402362595e-06,1443590
Tepidiphilus,5.932347402362595e-06,203470
Atopococcus,5.932347402362595e-06,269773
Aquitalea,5.824486540501457e-06,407217
Dietzia,5.824486540501457e-06,37914
Oleiagrimonas,5.824486540501457e-06,1649642
Desulfocarbo,5.770556109570888e-06,1535192
Candidatus Marithrix,5.770556109570888e-06,1031282
Candidatus Accumulibacter,5.716625678640319e-06,327159
Arcanobacterium,5.716625678640319e-06,28263
Cosenzaea,5.500903954918043e-06,1354333
Methylotenera,5.393043093056905e-06,359407
Immundisolibacter,5.393043093056905e-06,1934947
Endozoicomonas,5.2851822311957665e-06,305899
Facklamia,5.231251800265197e-06,66831
Aureimonas,5.177321369334628e-06,414371
Acidithiobacillus,5.177321369334628e-06,119977
Sideroxydans,5.177321369334628e-06,314343
Rheinheimera,5.06946050747349e-06,67575
Sphingobium,5.06946050747349e-06,165695
Lunatimonas,4.961599645612353e-06,1774589
Simplicispira,4.961599645612353e-06,352450
Kocuria,4.961599645612353e-06,57493
Ignavigranum,4.9076692146817836e-06,89092
Thalassotalea,4.8537387837512144e-06,1518149
Gulbenkiania,4.8537387837512144e-06,397456
Oceanisphaera,4.799808352820645e-06,225143
Roseomonas,4.799808352820645e-06,125216
Vagococcus,4.745877921890076e-06,2737
Methylomicrobium,4.638017060028938e-06,39773
Perlucidibaca,4.638017060028938e-06,661182
Myxococcus,4.638017060028938e-06,32
Xanthobacter,4.638017060028938e-06,279
Psychrobacter,4.4222953363066615e-06,497
Desulfosporosinus,4.4222953363066615e-06,79206
Azorhizobium,4.4222953363066615e-06,6
Histophilus,4.4222953363066615e-06,214906
Brochothrix,4.4222953363066615e-06,2755
Agarivorans,4.4222953363066615e-06,261825
Neptunomonas,4.4222953363066615e-06,75687
Acidilobus,4.368364905376092e-06,105850
Nocardioides,4.368364905376092e-06,1839
Afipia,4.314434474445524e-06,1033
Phenylobacterium,4.314434474445524e-06,20
Buchnera,4.206573612584386e-06,32199
Isobaculum,4.206573612584386e-06,142587
Marinobacterium,4.206573612584386e-06,48075
Teredinibacter,4.098712750723248e-06,2425
Agrobacterium,4.098712750723248e-06,357
Hydrocarboniphaga,4.098712750723248e-06,243627
Aquimonas,4.098712750723248e-06,265718
Lentisphaera,4.0447823197926786e-06,256846
Butyricicoccus,3.882991027000971e-06,580596
Microvirga,3.882991027000971e-06,186650
Thiomicrospira,3.882991027000971e-06,933
Brackiella,3.882991027000971e-06,124224
Jeotgalibacillus,3.882991027000971e-06,157226
Propionivibrio,3.829060596070402e-06,83766
Basfia,3.7751301651398334e-06,697331
Methylopila,3.7751301651398334e-06,61653
Candidatus Schmidhempelia,3.7751301651398334e-06,1505768
Oceanobacillus,3.7211997342092643e-06,182709
Amantichitinum,3.667269303278695e-06,1433987
Ensifer,3.667269303278695e-06,106591
Paludibacterium,3.559408441417557e-06,400060
Aminobacter,3.559408441417557e-06,31988
Streptacidiphilus,3.451547579556419e-06,228398
Catellicoccus,3.451547579556419e-06,300418
Bartonella,3.39761714862585e-06,773
Rappaport,3.343686717695281e-06,1955421
Aquaspirillum,3.343686717695281e-06,187
Allochromatium,3.343686717695281e-06,85072
Candidatus Regiella,3.343686717695281e-06,568988
Chromohalobacter,3.343686717695281e-06,42054
Solibacillus,3.2358258558341427e-06,648800
Silvimonas,3.2358258558341427e-06,300264
Cellvibrio,3.2358258558341427e-06,10
Kaistia,3.2358258558341427e-06,166953
Sporosarcina,3.2358258558341427e-06,1569
Peptoniphilus,3.2358258558341427e-06,162289
Rudaea,3.127964993973005e-06,886360
Rhodospirillum,3.127964993973005e-06,1081
Thiorhodococcus,3.127964993973005e-06,57488
Nocardiopsis,3.127964993973005e-06,2013
Colwellia,3.0201041321118666e-06,28228
Candidatus Contendobacter,3.0201041321118666e-06,1400859
Sedimenticola,3.0201041321118666e-06,349742
Gallaecimonas,3.0201041321118666e-06,745410
Andreprevotia,2.9661737011812975e-06,397275
Ornithinibacillus,2.9661737011812975e-06,484508
Leucobacter,2.9661737011812975e-06,55968
Raphidiopsis,2.9122432702507284e-06,244599
Sinorhizobium,2.9122432702507284e-06,28105
Rhodocista,2.9122432702507284e-06,34023
Gayadomonas,2.9122432702507284e-06,1234605
Thermithiobacillus,2.9122432702507284e-06,119979
Frischella,2.9122432702507284e-06,1335631
Ectothiorhodospira,2.9122432702507284e-06,1051
Gemmata,2.8043824083895906e-06,113
Oceanicola,2.8043824083895906e-06,252301
Rhodobacter,2.8043824083895906e-06,1060
Hoeflea,2.8043824083895906e-06,274591
Synechococcus,2.8043824083895906e-06,1129
Rhodococcus,2.7504519774590215e-06,1827
Simiduia,2.6965215465284524e-06,447467
Bifidobacterium,2.6965215465284524e-06,1678
Starkeya,2.6965215465284524e-06,152053
Albimonas,2.6965215465284524e-06,663242
Thermobacillus,2.6965215465284524e-06,76632
Candidatus Tachikawaea,2.6965215465284524e-06,1682492
Silanimonas,2.6965215465284524e-06,292713
Macrococcus,2.6965215465284524e-06,69965
Tatlockia,2.6425911155978833e-06,465
Turicibacter,2.588660684667314e-06,191303
Polynucleobacter,2.588660684667314e-06,44013
Alishewanella,2.588660684667314e-06,111142
Aureispira,2.588660684667314e-06,365032
Caenispirillum,2.588660684667314e-06,414051
Zymomonas,2.4807998228061763e-06,541
Thalassobaculum,2.4807998228061763e-06,526215
Nitratireductor,2.4807998228061763e-06,245876
Methylobacter,2.4807998228061763e-06,429
Geminicoccus,2.4807998228061763e-06,489140
Pseudonocardia,2.372938960945038e-06,1847
Uliginosibacterium,2.372938960945038e-06,392735
Erythrobacter,2.372938960945038e-06,1041
Oceanimonas,2.372938960945038e-06,129577
Sulfuricella,2.372938960945038e-06,935200
Salinarimonas,2.372938960945038e-06,690086
Lacimicrobium,2.372938960945038e-06,1751872
Salinisphaera,2.2650780990839e-06,180541
Halobacillus,2.2650780990839e-06,45667
Holdemania,2.2650780990839e-06,61170
Arsukibacterium,2.2650780990839e-06,336830
Asanoa,2.2650780990839e-06,195964
Marichromatium,2.2650780990839e-06,85076
Ancylobacter,2.157217237222762e-06,99
Sphingopyxis,2.157217237222762e-06,165697
Candidatus Hamiltonella,2.157217237222762e-06,568987
Saccharothrix,2.157217237222762e-06,2071
Arhodomonas,2.157217237222762e-06,2368
Gemella,2.157217237222762e-06,1378
Prosthecomicrobium,2.157217237222762e-06,81894
Aurantimonas,2.049356375361624e-06,182269
Centipeda,2.049356375361624e-06,82202
Aneurinibacillus,2.049356375361624e-06,55079
Hyphomicrobium,2.049356375361624e-06,81
Wenzhouxiangella,2.049356375361624e-06,1676142
Shinella,2.049356375361624e-06,323620
Kandleria,2.049356375361624e-06,1279388
Amorphus,2.049356375361624e-06,580880
Geobacillus,2.049356375361624e-06,129337
Amycolatopsis,2.049356375361624e-06,1813
Pseudooceanicola,2.049356375361624e-06,1679449
Reinekea,1.9414955135004856e-06,230494
Ferrovum,1.9414955135004856e-06,416212
Tolypothrix,1.9414955135004856e-06,111782
Paenisporosarcina,1.9414955135004856e-06,651660
Salinicoccus,1.9414955135004856e-06,45669
Loktanella,1.9414955135004856e-06,245186
Acidihalobacter,1.9414955135004856e-06,1765964
Leisingera,1.9414955135004856e-06,191028
Methylobrevis,1.9414955135004856e-06,1775716
Abiotrophia,1.9414955135004856e-06,46123
Methylomonas,1.9414955135004856e-06,416
Lutibaculum,1.8336346516393476e-06,1358438
Hahella,1.8336346516393476e-06,158481
Pisciglobus,1.8336346516393476e-06,1384499
Subdoligranulum,1.8336346516393476e-06,292632
Pleomorphomonas,1.8336346516393476e-06,261933
Martelella,1.7797042207087785e-06,293088
Desulfobulbus,1.7797042207087785e-06,893
Gemmobacter,1.7257737897782096e-06,204456
Aliagarivorans,1.7257737897782096e-06,882379
Cellulomonas,1.7257737897782096e-06,1707
Pseudoxanthobacter,1.7257737897782096e-06,433838
Hyphomonas,1.7257737897782096e-06,85
Giesbergeria,1.7257737897782096e-06,352449
Aquibacillus,1.6179129279170713e-06,1647190
Methylosarcina,1.6179129279170713e-06,160800
Jiangella,1.6179129279170713e-06,281472
Aquamicrobium,1.6179129279170713e-06,69278
Sterolibacterium,1.6179129279170713e-06,157591
Limnobacter,1.6179129279170713e-06,131079
Gallionella,1.6179129279170713e-06,96
Polymorphum,1.6179129279170713e-06,991903
Thioalkalimicrobium,1.6179129279170713e-06,92244
Jannaschia,1.6179129279170713e-06,188905
Salipiger,1.5100520660559333e-06,263377
Pseudolabrys,1.5100520660559333e-06,556257
Methylogaea,1.5100520660559333e-06,1295378
Desulfotomaculum,1.5100520660559333e-06,1562
Globicatella,1.5100520660559333e-06,13075
Candidatus Tenderia,1.5100520660559333e-06,1813600
Chelatococcus,1.5100520660559333e-06,28209
Candidatus Doolittlea,1.5100520660559333e-06,1906657
Kangiella,1.5100520660559333e-06,261963
Roseospirillum,1.5100520660559333e-06,83400
Rubritepida,1.5100520660559333e-06,182402
Actinomadura,1.5100520660559333e-06,1988
Pelagibaca,1.4021912041947953e-06,360528
Oxalobacter,1.4021912041947953e-06,846
Haliangium,1.4021912041947953e-06,162027
Marinospirillum,1.4021912041947953e-06,64968
Candidatus Photodesmus,1.4021912041947953e-06,1076727
Chitinibacter,1.4021912041947953e-06,230666
Parasutterella,1.4021912041947953e-06,577310
Oceanibaculum,1.4021912041947953e-06,659693
Zymobacter,1.4021912041947953e-06,33073
Thiohalocapsa,1.4021912041947953e-06,85079
Bacteroides,1.4021912041947953e-06,816
Cohnella,1.4021912041947953e-06,329857
Candidatus Fukatsuia,1.4021912041947953e-06,1927833
Erysipelothrix,1.4021912041947953e-06,1647
Desemzia,1.4021912041947953e-06,82800
Hyalangium,1.4021912041947953e-06,224455
Acidiphilium,1.4021912041947953e-06,522
Congregibacter,1.4021912041947953e-06,393661
Methylophilus,1.4021912041947953e-06,16
Rhodovibrio,1.4021912041947953e-06,85274
Saccharopolyspora,1.4021912041947953e-06,1835
Rugosibacter,1.4021912041947953e-06,1914449
Saccharomonospora,1.294330342333657e-06,1851
Halofilum,1.294330342333657e-06,1929135
Microbulbifer,1.294330342333657e-06,48073
Frankia,1.294330342333657e-06,1854
Ruegeria,1.294330342333657e-06,97050
Saccharibacillus,1.294330342333657e-06,456492
Blastomonas,1.294330342333657e-06,150203
Sagittula,1.294330342333657e-06,58842
Brevibacterium,1.294330342333657e-06,1696
Conchiformibius,1.294330342333657e-06,334107
Parageobacillus,1.294330342333657e-06,1906945
Oenococcus,1.294330342333657e-06,46254
Candidatus Liberibacter,1.294330342333657e-06,34019
Beggiatoa,1.294330342333657e-06,1021
Coprobacillus,1.294330342333657e-06,100883
Rhodospira,1.294330342333657e-06,69959
Virgibacillus,1.294330342333657e-06,84406
Aquisalimonas,1.294330342333657e-06,406099
Labrys,1.294330342333657e-06,204476
Thioflavicoccus,1.294330342333657e-06,156885
Gynuella,1.294330342333657e-06,1445504
Bergeriella,1.2403999114030882e-06,334108
Alkalimonas,1.186469480472519e-06,265980
Nitrincola,1.186469480472519e-06,267849
Pleomorphobacterium,1.186469480472519e-06,1434031
Succinimonas,1.186469480472519e-06,83768
Williamsia,1.186469480472519e-06,85043
Wigglesworthia,1.186469480472519e-06,51228
Megasphaera,1.186469480472519e-06,906
Thiocystis,1.186469480472519e-06,13724
Candidatus Blochmannia,1.186469480472519e-06,203804
Ruminiclostridium,1.186469480472519e-06,1508657
Dokdonella,1.186469480472519e-06,323413
Actinoplanes,1.186469480472519e-06,1865
Geobacter,1.186469480472519e-06,28231
Algiphilus,1.186469480472519e-06,1266053
Nitrosovibrio,1.186469480472519e-06,1232
Halioglobus,1.186469480472519e-06,1217416
Glycomyces,1.186469480472519e-06,58113
Acuticoccus,1.186469480472519e-06,1904377
Citreimonas,1.186469480472519e-06,608658
Roseovarius,1.186469480472519e-06,74030
Chelonobacter,1.186469480472519e-06,658623
Thioclava,1.186469480472519e-06,285107
Nonomuraea,1.186469480472519e-06,83681
Pannonibacter,1.186469480472519e-06,227873
Porphyrobacter,1.186469480472519e-06,1111
Goodfellowiella,1.186469480472519e-06,334857
Rhodoplanes,1.186469480472519e-06,29407
Deefgea,1.186469480472519e-06,400947
Reyranella,1.186469480472519e-06,445219
Kushneria,1.078608618611381e-06,504090
Candidatus Competibacter,1.078608618611381e-06,221279
Insolitispirillum,1.078608618611381e-06,660628
Methylomarinum,1.078608618611381e-06,1221209
Stigmatella,1.078608618611381e-06,40
Arcobacter,1.078608618611381e-06,28196
Eikenella,1.078608618611381e-06,538
Gordonia,1.078608618611381e-06,2053
Archangium,1.078608618611381e-06,47
Candidatus Arthromitus,1.078608618611381e-06,49082
Alkalilimnicola,1.078608618611381e-06,133193
Olsenella,1.078608618611381e-06,133925
Thiohalorhabdus,1.078608618611381e-06,492233
Anaeromyxobacter,1.078608618611381e-06,161492
Thiocapsa,9.707477567502428e-07,1056
Sulfitobacter,9.707477567502428e-07,60136
Massilibacterium,9.707477567502428e-07,1923871
Stappia,9.707477567502428e-07,152161
Gilvimarinus,9.707477567502428e-07,940550
Candidatus Ishikawaella,9.707477567502428e-07,409304
Salinicola,9.707477567502428e-07,404432
Pseudoruegeria,9.707477567502428e-07,311411
Dongia,9.707477567502428e-07,1146845
Viridibacillus,9.707477567502428e-07,496496
Geothrix,9.707477567502428e-07,44675
Dorea,9.707477567502428e-07,189330
