genus,SRR540392,tax_id
ARABIIBACTER,0.0,2005386
ARENIMONAS,0.0,490567
ARMILLARIA,0.0,47424
ASCOIDEA,0.0,27308
BARTONELLA,0.0,773
ASPERGILLUS,0.0,5052
ASTICCACAULIS,0.0,76890
AUREOBASIDIUM,0.0,5579
AUREOCOCCUS,0.0,44055
AUSTROPUCCINIA,0.0,2234120
AZOHYDROMONAS,0.0,312063
AZORHIZOBIUM,0.0,6
AZOSPIRILLUM,0.0,191
EGGERTHELLA,0.0,84111
EGGERTHIA,0.0,1279384
EMTICICIA,0.0,312278
ENDOCALYX,0.0,1633208
LIMNOHABITANS,0.0,665874
LINNEMANNIA,0.0,2779861
LIQUORILACTOBACILLUS,0.0,2767888
LITOREIBACTER,0.0,947567
ACANTHAMOEBA,0.0,5754
LONSDALEA,0.0,1082702
LUTEIMONAS,0.0,83614
LUTEOCOCCUS,0.0,33983
LUXIBACTER,0.0,2813348
LYSINIBACILLUS,0.0,400634
MACROCYSTIS,0.0,35121
MAGEEIBACILLUS,0.0,1637257
MAGNUSIOMYCES,0.0,1095182
MAMELIELLA,0.0,1434019
MANGROVICOCCUS,0.0,2201383
MANGROVIMONAS,0.0,1211036
MARASMITRUNCUS,0.0,1987749
MARIBACTER,0.0,252356
MARIBELLUS,0.0,2678352
LIMIMARICOLA,0.0,2211638
LEVILACTOBACILLUS,0.0,2767886
LEUCOCOPRINUS,0.0,34431
LACTONIFACTOR,0.0,420345
KOCURIA,0.0,57493
KORDIA,0.0,221065
KRIBBELLA,0.0,182639
LABRYS,0.0,204476
LACHANCEA,0.0,300275
LACHNOANAEROBACULUM,0.0,1164882
LACHNOBACTERIUM,0.0,140625
LACTOCOCCUS,0.0,1357
LAGIERELLA,0.0,1945592
LEUCOAGARICUS,0.0,34433
LASCOLABACILLUS,0.0,1924067
LEBETIMONAS,0.0,267989
LEGIONELLA,0.0,445
LENTIBACILLUS,0.0,175304
LENTIMICROBIUM,0.0,1840214
LEPTOMONAS,0.0,5683
LEPTOSPIRA,0.0,171
LEPTOSPIRILLUM,0.0,179
MARICAULIS,0.0,74317
MARINILABILIA,0.0,59738
MARINIMICROBIUM,0.0,359337
MONOSPORASCUS,0.0,155415
MITSUOKELLA,0.0,52225
MOBILIBACTERIUM,0.0,1935192
MOBILUNCUS,0.0,2050
MODICELLA,0.0,1440132
MOHEIBACTER,0.0,1572763
MONEUPLOTES,0.0,152459
MONILINIA,0.0,38447
MONOGLOBUS,0.0,2039302
MORCHELLA,0.0,5193
MICROMONOSPORA,0.0,1873
MORGANELLA,0.0,581
MOTILIBACTER,0.0,1434021
MURIBACULUM,0.0,1918540
MURIMONAS,0.0,1774128
MYCENA,0.0,41247
MYCETOHABITANS,0.0,2571159
MYCOBACTERIUM,0.0,1763
MYCOPLASMA,0.0,2093
MICROVIRGA,0.0,186650
MICROLUNATUS,0.0,29404
MARINOMONAS,0.0,28253
MERDIMONAS,0.0,2023266
MARSEILLA,0.0,1926655
MASSILIA,0.0,149698
MASSILIMICROBIOTA,0.0,1924110
MASSILIOCLOSTRIDIUM,0.0,1935927
MASSOSPORA,0.0,348616
MASTIGAMOEBA,0.0,81099
MEDITERRANEA,0.0,1926659
MEGAMONAS,0.0,158846
MESOBACILLUS,0.0,2675231
MICROCOLEUS,0.0,44471
METABACILLUS,0.0,2675233
METAPREVOTELLA,0.0,1980689
METHANOBREVIBACTER,0.0,2172
METHANOLOBUS,0.0,2220
METHYLOBACTERIUM,0.0,407
METHYLOBREVIS,0.0,1775716
METSCHNIKOWIA,0.0,27320
MICROBOTRYUM,0.0,34416
KLEBSIELLA,0.0,570
KINEOTHRIX,0.0,2163168
KINEOSPORIA,0.0,49184
FRUCTILACTOBACILLUS,0.0,2767881
FLUVIIBACTERIUM,0.0,2661844
FOETIDIBACTER,0.0,2819870
FONTICELLA,0.0,1434004
FORMIVIBRIO,0.0,83764
FOURNIERELLA,0.0,1940255
FRANCISELLA,0.0,262
FRANKIA,0.0,1854
FRISINGICOCCUS,0.0,1918511
FUNNELIFORMIS,0.0,1117308
FILIFACTOR,0.0,44259
FUSIBACTER,0.0,76008
GALLALISTIPES,0.0,2884610
GARCIELLA,0.0,218204
GEMELLA,0.0,1378
GEMMATIMONAS,0.0,173479
GEODERMATOPHILUS,0.0,1860
GEOSPOROBACTER,0.0,390805
GIGASPORA,0.0,4873
FLAMMEOVIRGA,0.0,59739
FICTIBACILLUS,0.0,1329200
GLACIIBACTER,0.0,501022
ETHANOLIGENENS,0.0,253238
ENORMA,0.0,1472762
ENTERORHABDUS,0.0,580024
ENTEROSCIPIO,0.0,2126006
ENTODINIUM,0.0,40635
ENTOMOPHTHORA,0.0,34484
EPICHLOE,0.0,5112
EREBOGLOBUS,0.0,2028344
ERYSIPHE,0.0,5121
EUPLOTES,0.0,5935
FIBROBACTER,0.0,832
EXIGUOBACTERIUM,0.0,33986
EXSEROHILUM,0.0,91493
EXTIBACTER,0.0,1918452
FAECALITALEA,0.0,1573534
FALCATIMONAS,0.0,1890291
FALSIBACILLUS,0.0,1270155
FANNYHESSEA,0.0,2767327
FENOLLARIA,0.0,1686313
GIMESIA,0.0,1649453
GLOMUS,0.0,4875
KINEOBACTRUM,0.0,2678529
ILYOMONAS,0.0,2675671
HOYOSELLA,0.0,697025
HWANGHAEICOLA,0.0,1400058
HYDROGENOPHAGA,0.0,47420
HYELLA,0.0,945733
HYMENOSCYPHUS,0.0,5182
HYPHOPICHIA,0.0,507510
HYPOXYLON,0.0,42308
IDEONELLA,0.0,36862
INTUBIA,0.0,2875643
HOEFLEA,0.0,274591
JANIBACTER,0.0,53457
JEOTGALIBACA,0.0,1470540
JEOTGALIBACILLUS,0.0,157226
JEOTGALICOCCUS,0.0,227979
KAISTELLA,0.0,2782231
KANDLERIA,0.0,1279388
KAZACHSTANIA,0.0,71245
KIBDELOSPORANGIUM,0.0,2029
HOLDEMANIA,0.0,61170
HETEROSTELIUM,0.0,2058189
GLONIUM,0.0,531859
HALANAEROBIUM,0.0,2330
GORDONIBACTER,0.0,644652
GRAMELLA,0.0,292691
GRANULICATELLA,0.0,117563
GRAPHILBUM,0.0,1611036
GRIGOROVIA,0.0,2862416
GROSMANNIA,0.0,360145
GYNURINCOLA,0.0,2590666
HAEMOPHILUS,0.0,724
HALARCOBACTER,0.0,2321115
HERMANSSONIA,0.0,2904863
HALOBACILLUS,0.0,45667
HALOBACTEROIDES,0.0,42417
HALODESULFOVIBRIO,0.0,1912771
HALOECHINOTHRIX,0.0,1425377
HALOSTELLA,0.0,1843185
HELICOBACTER,0.0,209
HEMILEIA,0.0,203903
HEMINIPHILUS,0.0,2814934
ZYGOSACCHAROMYCES,0.0,4953
