genus,SRR17380242
Akkermansia,0.0493927
Anaerostipes,0.0646896
Bacillus,0.043821900000000004
Bacteroides,0.0594181
Bifidobacterium,0.1061857
Blautia,0.1313284
Collinsella,0.0481515
Cutibacterium,0.059989600000000004
Escherichia,0.0724265
Flavonifractor,0.0396421
Lachnoclostridium,0.064498
Lactobacillus,0.0430807
Megamonas,0.013080000000000001
Megasphaera,0.0101854
Parabacteroides,0.06276620000000001
Pseudomonas,0.0064852
Staphylococcus,0.0503418
Streptococcus,0.0745163
