genus,SRR17380241
Akkermansia,0.048541299999999996
Anaerostipes,0.0663031
Bacillus,0.0424268
Bacteroides,0.059015000000000005
Bifidobacterium,0.10595179999999998
Blautia,0.13290949999999999
Collinsella,0.0480843
Cutibacterium,0.0578088
Escherichia,0.0710588
Flavonifractor,0.0390557
Lachnoclostridium,0.0644431
Lactobacillus,0.0420158
Megamonas,0.013345000000000001
Megasphaera,0.0082173
Parabacteroides,0.0625934
Pseudomonas,0.0074249
Staphylococcus,0.0516477
Streptococcus,0.0791576
