genus,SRR17380243
Akkermansia,0.0487615
Anaerostipes,0.0660434
Bacillus,0.0425762
Bacteroides,0.0601586
Bifidobacterium,0.1044506
Blautia,0.13023240000000003
Collinsella,0.05256349999999999
Cutibacterium,0.0597281
Escherichia,0.0668553
Flavonifractor,0.040608700000000005
Lachnoclostridium,0.0697493
Lactobacillus,0.0421734
Megamonas,0.0075633
Megasphaera,0.009944
Parabacteroides,0.0633186
Pseudomonas,0.0070614
Staphylococcus,0.051495
Streptococcus,0.07671700000000001
